time/fps,train/critic_loss,train/learning_rate,train/ent_coef,time/episodes,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/ent_coef_loss,time/time_elapsed,train/actor_loss
307,0.022859089076519012,0.00075,0.003763971384614706,324,8334,0.0,170000,500.0,-19.23292350769043,552,-17.164947509765625
307,,,,328,,0.0,170000,500.0,,552,
307,,,,332,,0.0,170000,500.0,,552,
307,,,,336,,0.0,170000,500.0,,552,
307,,,,340,,0.0,170000,500.0,,552,
307,0.03730085492134094,0.00075,0.0033325685653835535,344,8834,0.0,180000,500.0,-1.273996114730835,584,-17.173625946044922
307,,,,348,,0.0,180000,500.0,,584,
307,,,,352,,0.0,180000,500.0,,584,
307,,,,356,,0.0,180000,500.0,,584,
307,,,,360,,0.0,180000,500.0,,584,
307,0.07057498395442963,0.00075,0.0028225667774677277,364,9334,0.0,190000,500.0,-10.542141914367676,618,-16.430320739746094
307,,,,368,,0.0,190000,500.0,,618,
307,,,,372,,0.0,190000,500.0,,618,
307,,,,376,,0.0,190000,500.0,,618,
307,,,,380,,0.0,190000,500.0,,618,
307,0.019879652187228203,0.00075,0.0026329709216952324,384,9834,0.0,200000,500.0,5.658892631530762,651,-16.357929229736328
307,,,,388,,0.0,200000,500.0,,651,
307,,,,392,,0.0,200000,500.0,,651,
307,,,,396,,0.0,200000,500.0,,651,
307,,,,400,,0.0,200000,500.0,,651,
307,0.015472695231437683,0.00075,0.0024851192720234394,404,10334,0.0,210000,500.0,0.6742098331451416,683,-15.869840621948242
307,,,,408,,0.0,210000,500.0,,683,
307,,,,412,,0.0,210000,500.0,,683,
307,,,,416,,0.0,210000,500.0,,683,
307,,,,420,,0.0,210000,500.0,,683,
306,0.054248541593551636,0.00075,0.002489626407623291,424,10834,0.0,220000,500.0,3.3086557388305664,716,-15.702306747436523
306,,,,428,,0.0,220000,500.0,,716,
306,,,,432,,0.0,220000,500.0,,716,
306,,,,436,,0.0,220000,500.0,,716,
306,,,,440,,0.0,220000,500.0,,716,
306,0.012203539721667767,0.00075,0.0021897924598306417,444,11334,0.0,230000,500.0,1.2243669033050537,750,-14.797235488891602
306,,,,448,,0.0,230000,500.0,,750,
306,,,,452,,0.0,230000,500.0,,750,
306,,,,456,,0.0,230000,500.0,,750,
306,,,,460,,0.0,230000,500.0,,750,
306,0.029732946306467056,0.00075,0.0019833107944577932,464,11834,0.0,240000,500.0,5.2782087326049805,783,-14.449653625488281
306,,,,468,,0.0,240000,500.0,,783,
306,,,,472,,0.0,240000,500.0,,783,
306,,,,476,,0.0,240000,500.0,,783,
306,,,,480,,0.0,240000,500.0,,783,
305,0.017776258289813995,0.00075,0.002075335942208767,484,12334,0.0,250000,500.0,-0.6113057136535645,817,-13.776569366455078
305,,,,488,,0.0,250000,500.0,,817,
305,,,,492,,0.0,250000,500.0,,817,
305,,,,496,,0.0,250000,500.0,,817,
305,,,,500,,0.0,250000,500.0,,817,
306,0.024367522448301315,0.00075,0.0020077931694686413,504,12834,0.0,260000,500.0,10.291397094726562,848,-13.86648941040039
306,,,,508,,0.0,260000,500.0,,848,
306,,,,512,,0.0,260000,500.0,,848,
306,,,,516,,0.0,260000,500.0,,848,
306,,,,520,,0.0,260000,500.0,,848,
306,1.4677610397338867,0.00075,0.00200524996034801,524,13334,0.0,270000,500.0,-5.234356880187988,881,-13.436752319335938
306,,,,528,,0.0,270000,500.0,,881,
306,,,,532,,0.0,270000,500.0,,881,
306,,,,536,,0.0,270000,500.0,,881,
306,,,,540,,0.0,270000,500.0,,881,
306,0.016370616853237152,0.00075,0.001954390201717615,544,13834,0.0,280000,500.0,-14.921813011169434,914,-13.380132675170898
306,,,,548,,0.0,280000,500.0,,914,
306,,,,552,,0.0,280000,500.0,,914,
306,,,,556,,0.0,280000,500.0,,914,
306,,,,560,,0.0,280000,500.0,,914,
306,0.9468275308609009,0.00075,0.0020083733834326267,564,14334,0.0,290000,500.0,-4.354328155517578,947,-12.713516235351562
306,,,,568,,0.0,290000,500.0,,947,
306,,,,572,,0.0,290000,500.0,,947,
306,,,,576,,0.0,290000,500.0,,947,
306,,,,580,,0.0,290000,500.0,,947,
306,0.015305512584745884,0.00075,0.0017964884173125029,584,14834,0.0,300000,500.0,-12.98510456085205,979,-12.595669746398926
306,,,,588,,0.0,300000,500.0,,979,
306,,,,592,,0.0,300000,500.0,,979,
306,,,,596,,0.0,300000,500.0,,979,
306,,,,600,,0.0,300000,500.0,,979,
306,1.402395486831665,0.00075,0.0018727811984717846,604,15334,0.0,310000,500.0,-1.4240761995315552,1012,-11.768957138061523
306,,,,608,,0.0,310000,500.0,,1012,
306,,,,612,,0.0,310000,500.0,,1012,
306,,,,616,,0.0,310000,500.0,,1012,
306,,,,620,,0.0,310000,500.0,,1012,
305,1.23927640914917,0.00075,0.001623564981855452,624,15834,0.0,320000,500.0,8.853425025939941,1045,-11.890815734863281
305,,,,628,,0.0,320000,500.0,,1045,
305,,,,632,,0.0,320000,500.0,,1045,
305,,,,636,,0.0,320000,500.0,,1045,
305,,,,640,,0.0,320000,500.0,,1045,
305,0.012377962470054626,0.00075,0.0016412199474871159,644,16334,0.0,330000,500.0,-6.3977203369140625,1079,-11.75160026550293
305,,,,648,,0.0,330000,500.0,,1079,
305,,,,652,,0.0,330000,500.0,,1079,
305,,,,656,,0.0,330000,500.0,,1079,
305,,,,660,,0.0,330000,500.0,,1079,
305,0.009522546082735062,0.00075,0.00159672019071877,664,16834,0.43,340000,500.0,13.854820251464844,1112,-11.124122619628906
305,,,,668,,0.43,340000,500.0,,1112,
305,,,,672,,0.43,340000,500.0,,1112,
305,,,,676,,0.43,340000,500.0,,1112,
305,,,,680,,0.43,340000,500.0,,1112,
305,0.010646293871104717,0.00075,0.00157626171130687,684,17334,0.43,350000,500.0,0.5184383392333984,1146,-11.16366195678711
305,,,,688,,0.43,350000,500.0,,1146,
305,,,,692,,0.43,350000,500.0,,1146,
305,,,,696,,0.43,350000,500.0,,1146,
305,,,,700,,0.43,350000,500.0,,1146,
305,0.009517120197415352,0.00075,0.0016210275935009122,704,17834,0.43,360000,500.0,0.1717367172241211,1179,-11.08578872680664
305,,,,708,,0.43,360000,500.0,,1179,
305,,,,712,,0.43,360000,500.0,,1179,
305,,,,716,,0.43,360000,500.0,,1179,
305,,,,720,,0.43,360000,500.0,,1179,
304,0.016527272760868073,0.00075,0.0017858209321275353,724,18334,0.43,370000,500.0,0.7529773712158203,1213,-10.447158813476562
304,,,,728,,0.43,370000,500.0,,1213,
304,,,,732,,0.43,370000,500.0,,1213,
304,,,,736,,0.43,370000,500.0,,1213,
304,,,,740,,0.43,370000,500.0,,1213,
304,0.7991167306900024,0.00075,0.0015636716270819306,744,18834,0.43,380000,500.0,-4.125357627868652,1246,-10.678186416625977
304,,,,748,,0.43,380000,500.0,,1246,
304,,,,752,,0.43,380000,500.0,,1246,
304,,,,756,,0.43,380000,500.0,,1246,
304,,,,760,,0.43,380000,500.0,,1246,
304,0.0068139079958200455,0.00075,0.0013436477165669203,764,19334,0.0,390000,500.0,1.708431363105774,1279,-10.339818954467773
304,,,,768,,0.0,390000,500.0,,1279,
304,,,,772,,0.0,390000,500.0,,1279,
304,,,,776,,0.0,390000,500.0,,1279,
304,,,,780,,0.0,390000,500.0,,1279,
304,0.007328731473535299,0.00075,0.0014492939226329327,784,19834,0.0,400000,500.0,-11.610498428344727,1312,-10.076902389526367
304,,,,788,,0.0,400000,500.0,,1312,
304,,,,792,,0.0,400000,500.0,,1312,
304,,,,796,,0.0,400000,500.0,,1312,
304,,,,800,,0.0,400000,500.0,,1312,
304,0.006759315263479948,0.00075,0.0015049203066155314,804,20334,0.0,410000,500.0,-2.191852331161499,1345,-9.733335494995117
304,,,,808,,0.0,410000,500.0,,1345,
304,,,,812,,0.0,410000,500.0,,1345,
304,,,,816,,0.0,410000,500.0,,1345,
304,,,,820,,0.0,410000,500.0,,1345,
304,0.009819949977099895,0.00075,0.0013380449963733554,824,20834,0.0,420000,500.0,2.043839931488037,1377,-9.512545585632324
304,,,,828,,0.0,420000,500.0,,1377,
304,,,,832,,0.0,420000,500.0,,1377,
304,,,,836,,0.0,420000,500.0,,1377,
304,,,,840,,0.0,420000,500.0,,1377,
304,0.010172344744205475,0.00075,0.0013797248248010874,844,21334,0.0,430000,500.0,-10.689510345458984,1410,-9.374615669250488
304,,,,848,,0.0,430000,500.0,,1410,
304,,,,852,,0.0,430000,500.0,,1410,
304,,,,856,,0.0,430000,500.0,,1410,
304,,,,860,,0.0,430000,500.0,,1410,
304,0.0134006692096591,0.00075,0.0012863300507888198,864,21834,0.0,440000,500.0,-13.035070419311523,1442,-9.01805305480957
304,,,,868,,0.0,440000,500.0,,1442,
304,,,,872,,0.0,440000,500.0,,1442,
304,,,,876,,0.0,440000,500.0,,1442,
304,,,,880,,0.0,440000,500.0,,1443,
304,0.007759526837617159,0.00075,0.0012624366208910942,884,22334,0.0,450000,500.0,-5.588680267333984,1475,-8.871427536010742
304,,,,888,,0.0,450000,500.0,,1475,
304,,,,892,,0.0,450000,500.0,,1475,
304,,,,896,,0.0,450000,500.0,,1475,
304,,,,900,,0.0,450000,500.0,,1475,
304,0.00426742248237133,0.00075,0.0011486450675874949,904,22834,0.0,460000,500.0,-2.745055675506592,1508,-8.844484329223633
304,,,,908,,0.0,460000,500.0,,1508,
304,,,,912,,0.0,460000,500.0,,1508,
304,,,,916,,0.0,460000,500.0,,1508,
304,,,,920,,0.0,460000,500.0,,1508,
304,1.7174882888793945,0.00075,0.001087668351829052,924,23334,0.0,470000,500.0,-9.025922775268555,1541,-8.513476371765137
304,,,,928,,0.0,470000,500.0,,1541,
304,,,,932,,0.0,470000,500.0,,1541,
304,,,,936,,0.0,470000,500.0,,1541,
304,,,,940,,0.0,470000,500.0,,1541,
304,0.00848391093313694,0.00075,0.00117556715849787,944,23834,0.0,480000,500.0,10.81810188293457,1573,-8.279278755187988
304,,,,948,,0.0,480000,500.0,,1573,
304,,,,952,,0.0,480000,500.0,,1573,
304,,,,956,,0.0,480000,500.0,,1573,
304,,,,960,,0.0,480000,500.0,,1573,
304,0.003890375839546323,0.00075,0.0009746222058311105,964,24334,0.0,490000,500.0,-5.816547393798828,1607,-8.098108291625977
304,,,,968,,0.0,490000,500.0,,1607,
304,,,,972,,0.0,490000,500.0,,1607,
304,,,,976,,0.0,490000,500.0,,1607,
304,,,,980,,0.0,490000,500.0,,1607,
304,0.00423451466485858,0.00075,0.000930305861402303,984,24834,0.0,500000,500.0,-10.776324272155762,1640,-8.009124755859375
304,,,,988,,0.0,500000,500.0,,1640,
304,,,,992,,0.0,500000,500.0,,1640,
304,,,,996,,0.0,500000,500.0,,1640,
304,,,,1000,,0.0,500000,500.0,,1640,
304,0.004359879530966282,0.00075,0.0008962723659351468,1004,25334,0.04,510000,500.0,-0.5251282453536987,1673,-7.712364196777344
304,,,,1008,,0.04,510000,500.0,,1673,
304,,,,1012,,0.04,510000,500.0,,1673,
304,,,,1016,,0.04,510000,500.0,,1673,
304,,,,1020,,0.04,510000,500.0,,1673,
304,0.0068931374698877335,0.00075,0.0009898252319544554,1024,25834,0.04,520000,500.0,6.059530735015869,1707,-7.466541290283203
304,,,,1028,,0.04,520000,500.0,,1707,
304,,,,1032,,0.04,520000,500.0,,1707,
304,,,,1036,,0.04,520000,500.0,,1707,
304,,,,1040,,0.04,520000,500.0,,1707,
304,0.003357491921633482,0.00075,0.000985688529908657,1044,26334,0.04,530000,500.0,0.12198972702026367,1742,-7.342844009399414
304,,,,1048,,0.04,530000,500.0,,1742,
304,,,,1052,,0.04,530000,500.0,,1742,
304,,,,1056,,0.04,530000,500.0,,1742,
304,,,,1060,,0.04,530000,500.0,,1742,
303,0.6435959935188293,0.00075,0.000983241479843855,1064,26834,0.04,540000,500.0,-10.338071823120117,1776,-7.105052947998047
303,,,,1068,,0.04,540000,500.0,,1776,
303,,,,1072,,0.04,540000,500.0,,1776,
303,,,,1076,,0.04,540000,500.0,,1776,
303,,,,1080,,0.04,540000,500.0,,1776,
303,0.01257298979908228,0.00075,0.000937271979637444,1084,27334,0.04,550000,500.0,-11.593464851379395,1810,-7.02274751663208
303,,,,1088,,0.04,550000,500.0,,1810,
303,,,,1092,,0.04,550000,500.0,,1810,
303,,,,1096,,0.04,550000,500.0,,1810,
303,,,,1100,,0.04,550000,500.0,,1810,
303,0.0048151277005672455,0.00075,0.0008423076360486448,1104,27834,0.0,560000,500.0,-0.051386356353759766,1843,-6.9145283699035645
303,,,,1108,,0.0,560000,500.0,,1843,
303,,,,1112,,0.0,560000,500.0,,1843,
303,,,,1116,,0.0,560000,500.0,,1843,
303,,,,1120,,0.0,560000,500.0,,1843,
303,0.3563055694103241,0.00075,0.0008173086680471897,1124,28334,0.0,570000,500.0,65.07853698730469,1876,-6.426342964172363
303,,,,1128,,0.0,570000,500.0,,1876,
303,,,,1132,,0.0,570000,500.0,,1876,
303,,,,1136,,0.0,570000,500.0,,1876,
303,,,,1140,,0.0,570000,500.0,,1876,
303,0.002228683326393366,0.00075,0.0008333638543263078,1144,28834,0.0,580000,500.0,-4.130586624145508,1909,-6.6280717849731445
303,,,,1148,,0.0,580000,500.0,,1909,
303,,,,1152,,0.0,580000,500.0,,1909,
303,,,,1156,,0.0,580000,500.0,,1909,
303,,,,1160,,0.0,580000,500.0,,1909,
303,0.006173060275614262,0.00075,0.0008211337844841182,1164,29334,0.0,590000,500.0,6.633394241333008,1942,-6.487961769104004
303,,,,1168,,0.0,590000,500.0,,1942,
303,,,,1172,,0.0,590000,500.0,,1942,
303,,,,1176,,0.0,590000,500.0,,1942,
303,,,,1180,,0.0,590000,500.0,,1942,
303,0.0039067803882062435,0.00075,0.0009401084389537573,1184,29834,0.0,600000,500.0,-5.177665710449219,1974,-6.172781944274902
303,,,,1188,,0.0,600000,500.0,,1974,
303,,,,1192,,0.0,600000,500.0,,1974,
303,,,,1196,,0.0,600000,500.0,,1975,
303,,,,1200,,0.0,600000,500.0,,1975,
303,0.002159670228138566,0.00075,0.0007285436731763184,1204,30334,0.0,610000,500.0,12.35819149017334,2008,-6.104362487792969
303,,,,1208,,0.0,610000,500.0,,2008,
303,,,,1212,,0.0,610000,500.0,,2008,
303,,,,1216,,0.0,610000,500.0,,2008,
303,,,,1220,,0.0,610000,500.0,,2008,
303,0.0038274957332760096,0.00075,0.0006496207206510007,1224,30834,0.0,620000,500.0,-5.648473739624023,2041,-6.0490827560424805
303,,,,1228,,0.0,620000,500.0,,2041,
303,,,,1232,,0.0,620000,500.0,,2041,
303,,,,1236,,0.0,620000,500.0,,2041,
303,,,,1240,,0.0,620000,500.0,,2041,
303,0.00331294653005898,0.00075,0.0007174566853791475,1244,31334,0.0,630000,500.0,-5.091518878936768,2075,-5.929015159606934
303,,,,1248,,0.0,630000,500.0,,2075,
303,,,,1252,,0.0,630000,500.0,,2075,
303,,,,1256,,0.0,630000,500.0,,2075,
303,,,,1260,,0.0,630000,500.0,,2075,
303,0.0015598752070218325,0.00075,0.000736904505174607,1264,31834,0.0,640000,500.0,-6.228053092956543,2108,-5.7221527099609375
303,,,,1268,,0.0,640000,500.0,,2108,
303,,,,1272,,0.0,640000,500.0,,2108,
303,,,,1276,,0.0,640000,500.0,,2108,
303,,,,1280,,0.0,640000,500.0,,2108,
303,0.003449693787842989,0.00075,0.0006757293595001101,1284,32334,0.0,650000,500.0,-4.941755294799805,2141,-5.632103443145752
303,,,,1288,,0.0,650000,500.0,,2141,
303,,,,1292,,0.0,650000,500.0,,2141,
303,,,,1296,,0.0,650000,500.0,,2141,
303,,,,1300,,0.0,650000,500.0,,2141,
303,0.00210264278575778,0.00075,0.0006102840416133404,1304,32834,0.0,660000,500.0,0.3117893934249878,2174,-5.369113922119141
303,,,,1308,,0.0,660000,500.0,,2174,
303,,,,1312,,0.0,660000,500.0,,2174,
303,,,,1316,,0.0,660000,500.0,,2174,
303,,,,1320,,0.0,660000,500.0,,2174,
303,0.0014872332103550434,0.00075,0.0006470989319495857,1324,33334,0.0,670000,500.0,-0.20621776580810547,2206,-5.348921298980713
303,,,,1328,,0.0,670000,500.0,,2206,
303,,,,1332,,0.0,670000,500.0,,2206,
303,,,,1336,,0.0,670000,500.0,,2206,
303,,,,1340,,0.0,670000,500.0,,2206,
303,0.0036941564176231623,0.00075,0.000654479197692126,1344,33834,0.0,680000,500.0,-1.0762252807617188,2239,-5.220086097717285
303,,,,1348,,0.0,680000,500.0,,2239,
303,,,,1352,,0.0,680000,500.0,,2239,
303,,,,1356,,0.0,680000,500.0,,2239,
303,,,,1360,,0.0,680000,500.0,,2239,
303,0.002292102435603738,0.00075,0.0006440652068704367,1364,34334,0.0,690000,500.0,3.195700168609619,2272,-5.009530067443848
303,,,,1368,,0.0,690000,500.0,,2272,
303,,,,1372,,0.0,690000,500.0,,2272,
303,,,,1376,,0.0,690000,500.0,,2272,
303,,,,1380,,0.0,690000,500.0,,2272,
303,0.18715927004814148,0.00075,0.0006526168435811996,1384,34834,0.0,700000,500.0,-6.714791297912598,2304,-5.003837585449219
303,,,,1388,,0.0,700000,500.0,,2304,
303,,,,1392,,0.0,700000,500.0,,2304,
303,,,,1396,,0.0,700000,500.0,,2304,
303,,,,1400,,0.0,700000,500.0,,2304,
303,0.0014200975419953465,0.00075,0.0005978283588774502,1404,35334,0.0,710000,500.0,-0.14834928512573242,2338,-4.873407363891602
303,,,,1408,,0.0,710000,500.0,,2338,
303,,,,1412,,0.0,710000,500.0,,2338,
303,,,,1416,,0.0,710000,500.0,,2338,
303,,,,1420,,0.0,710000,500.0,,2338,
303,0.001219873083755374,0.00075,0.0005492339259944856,1424,35834,0.0,720000,500.0,-1.1982605457305908,2371,-4.728399276733398
303,,,,1428,,0.0,720000,500.0,,2371,
303,,,,1432,,0.0,720000,500.0,,2372,
303,,,,1436,,0.0,720000,500.0,,2372,
303,,,,1440,,0.0,720000,500.0,,2372,
303,0.003515215590596199,0.00075,0.0006195976748131216,1444,36334,0.0,730000,500.0,-14.87662410736084,2405,-4.547555923461914
303,,,,1448,,0.0,730000,500.0,,2405,
303,,,,1452,,0.0,730000,500.0,,2405,
303,,,,1456,,0.0,730000,500.0,,2405,
303,,,,1460,,0.0,730000,500.0,,2405,
303,0.0018006195314228535,0.00075,0.000545478134881705,1464,36834,0.0,740000,500.0,7.750911235809326,2438,-4.462408065795898
303,,,,1468,,0.0,740000,500.0,,2438,
303,,,,1472,,0.0,740000,500.0,,2438,
303,,,,1476,,0.0,740000,500.0,,2438,
303,,,,1480,,0.0,740000,500.0,,2438,
303,0.0019027480157092214,0.00075,0.0005912703927606344,1484,37334,0.0,750000,500.0,-4.499247074127197,2471,-4.403255462646484
303,,,,1488,,0.0,750000,500.0,,2471,
303,,,,1492,,0.0,750000,500.0,,2471,
303,,,,1496,,0.0,750000,500.0,,2471,
303,,,,1500,,0.0,750000,500.0,,2471,
303,0.0017568999901413918,0.00075,0.0005607135244645178,1504,37834,0.0,760000,500.0,-15.455053329467773,2504,-4.260858535766602
303,,,,1508,,0.0,760000,500.0,,2504,
303,,,,1512,,0.0,760000,500.0,,2504,
303,,,,1516,,0.0,760000,500.0,,2504,
303,,,,1520,,0.0,760000,500.0,,2504,
303,0.002301174448803067,0.00075,0.0005064156139269471,1524,38334,0.0,770000,500.0,27.461650848388672,2536,-4.301645278930664
303,,,,1528,,0.0,770000,500.0,,2536,
303,,,,1532,,0.0,770000,500.0,,2536,
303,,,,1536,,0.0,770000,500.0,,2536,
303,,,,1540,,0.0,770000,500.0,,2536,
303,0.0008730984991416335,0.00075,0.000518322573043406,1544,38834,0.0,780000,500.0,5.869528770446777,2568,-4.091315746307373
303,,,,1548,,0.0,780000,500.0,,2568,
303,,,,1552,,0.0,780000,500.0,,2568,
303,,,,1556,,0.0,780000,500.0,,2568,
303,,,,1560,,0.0,780000,500.0,,2568,
303,0.0511818453669548,0.00075,0.0005724532529711723,1564,39334,0.0,790000,500.0,0.3567640781402588,2601,-3.9454727172851562
303,,,,1568,,0.0,790000,500.0,,2601,
303,,,,1572,,0.0,790000,500.0,,2601,
303,,,,1576,,0.0,790000,500.0,,2601,
303,,,,1580,,0.0,790000,500.0,,2601,
303,0.002714484930038452,0.00075,0.0004480686329770833,1584,39834,0.0,800000,500.0,12.977590560913086,2634,-3.8260374069213867
303,,,,1588,,0.0,800000,500.0,,2635,
303,,,,1592,,0.0,800000,500.0,,2635,
303,,,,1596,,0.0,800000,500.0,,2635,
303,,,,1600,,0.0,800000,500.0,,2635,
303,0.10488953441381454,0.00075,0.0004894364974461496,1604,40334,0.0,810000,500.0,-4.034339904785156,2668,-3.7859156131744385
303,,,,1608,,0.0,810000,500.0,,2668,
303,,,,1612,,0.0,810000,500.0,,2668,
303,,,,1616,,0.0,810000,500.0,,2668,
303,,,,1620,,0.0,810000,500.0,,2668,
303,0.0017155059613287449,0.00075,0.0005333861918188632,1624,40834,0.0,820000,500.0,-2.4758148193359375,2700,-3.7269155979156494
303,,,,1628,,0.0,820000,500.0,,2700,
303,,,,1632,,0.0,820000,500.0,,2700,
303,,,,1636,,0.0,820000,500.0,,2700,
303,,,,1640,,0.0,820000,500.0,,2700,
303,0.11648495495319366,0.00075,0.0005270584370009601,1644,41334,0.0,830000,500.0,1.899043083190918,2733,-3.6257402896881104
303,,,,1648,,0.0,830000,500.0,,2733,
303,,,,1652,,0.0,830000,500.0,,2733,
303,,,,1656,,0.0,830000,500.0,,2733,
303,,,,1660,,0.0,830000,500.0,,2733,
303,0.0017337698955088854,0.00075,0.0005097249522805214,1664,41834,0.0,840000,500.0,6.1547932624816895,2765,-3.575545310974121
303,,,,1668,,0.0,840000,500.0,,2765,
303,,,,1672,,0.0,840000,500.0,,2765,
303,,,,1676,,0.0,840000,500.0,,2765,
303,,,,1680,,0.0,840000,500.0,,2765,
303,0.0013108381535857916,0.00075,0.0004334521945565939,1684,42334,0.0,850000,500.0,8.547277450561523,2797,-3.4425694942474365
303,,,,1688,,0.0,850000,500.0,,2797,
303,,,,1692,,0.0,850000,500.0,,2797,
303,,,,1696,,0.0,850000,500.0,,2797,
303,,,,1700,,0.0,850000,500.0,,2797,
303,0.0010430599795654416,0.00075,0.00040489842649549246,1704,42834,0.0,860000,500.0,-10.300657272338867,2830,-3.4005846977233887
303,,,,1708,,0.0,860000,500.0,,2830,
303,,,,1712,,0.0,860000,500.0,,2830,
303,,,,1716,,0.0,860000,500.0,,2830,
303,,,,1720,,0.0,860000,500.0,,2830,
303,0.0012811206979677081,0.00075,0.0003995588340330869,1724,43334,0.0,870000,500.0,7.646018981933594,2863,-3.3156826496124268
303,,,,1728,,0.0,870000,500.0,,2863,
