time/episodes,time/time_elapsed,train/ent_coef,train/n_updates,train/ent_coef_loss,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,train/learning_rate,time/fps
464,784,0.002380362479016185,11834,9.664031028747559,-14.91794204711914,500.0,0.0,240000,1.875077724456787,0.00075,305
468,784,,,,,500.0,0.0,240000,,,305
472,784,,,,,500.0,0.0,240000,,,305
476,784,,,,,500.0,0.0,240000,,,305
480,784,,,,,500.0,0.0,240000,,,305
484,818,0.0022968268021941185,12334,12.51490306854248,-14.938766479492188,500.0,0.0,250000,1.4963281154632568,0.00075,305
488,818,,,,,500.0,0.0,250000,,,305
492,818,,,,,500.0,0.0,250000,,,305
496,818,,,,,500.0,0.0,250000,,,305
500,818,,,,,500.0,0.0,250000,,,305
504,850,0.002387341810390353,12834,2.1976816654205322,-14.526826858520508,500.0,0.0,260000,0.022540763020515442,0.00075,305
508,850,,,,,500.0,0.0,260000,,,305
512,850,,,,,500.0,0.0,260000,,,305
516,850,,,,,500.0,0.0,260000,,,305
520,850,,,,,500.0,0.0,260000,,,305
524,883,0.002402260899543762,13334,-0.36459803581237793,-14.223739624023438,500.0,0.0,270000,1.4689310789108276,0.00075,305
528,883,,,,,500.0,0.0,270000,,,305
532,883,,,,,500.0,0.0,270000,,,305
536,883,,,,,500.0,0.0,270000,,,305
540,883,,,,,500.0,0.0,270000,,,305
544,916,0.002211865969002247,13834,-0.5635108947753906,-14.072946548461914,500.0,0.67,280000,1.2043585777282715,0.00075,305
548,916,,,,,500.0,0.67,280000,,,305
552,916,,,,,500.0,0.67,280000,,,305
556,916,,,,,500.0,0.67,280000,,,305
560,916,,,,,500.0,0.67,280000,,,305
564,949,0.002006234135478735,14334,-3.7363288402557373,-13.693256378173828,500.0,1.15,290000,0.00966415461152792,0.00075,305
568,949,,,,,500.0,1.15,290000,,,305
572,949,,,,,500.0,1.15,290000,,,305
576,949,,,,,500.0,1.15,290000,,,305
580,949,,,,,500.0,1.15,290000,,,305
584,982,0.0020005435217171907,14834,-1.8451896905899048,-13.086817741394043,500.0,1.15,300000,0.026946045458316803,0.00075,305
588,982,,,,,500.0,1.15,300000,,,305
592,982,,,,,500.0,1.15,300000,,,305
596,982,,,,,500.0,1.15,300000,,,305
600,982,,,,,500.0,1.15,300000,,,305
604,1015,0.002260408364236355,15334,-6.546881675720215,-12.997374534606934,500.0,1.15,310000,1.2168352603912354,0.00075,305
608,1015,,,,,500.0,1.15,310000,,,305
612,1015,,,,,500.0,1.15,310000,,,305
616,1015,,,,,500.0,1.15,310000,,,305
620,1015,,,,,500.0,1.15,310000,,,305
624,1049,0.0019988766871392727,15834,-5.273233890533447,-12.147624969482422,500.0,1.15,320000,1.1598033905029297,0.00075,304
628,1049,,,,,500.0,1.15,320000,,,304
632,1049,,,,,500.0,1.15,320000,,,304
636,1049,,,,,500.0,1.15,320000,,,304
640,1049,,,,,500.0,1.15,320000,,,304
644,1082,0.0019535236060619354,16334,-5.4849395751953125,-12.395788192749023,500.0,0.48,330000,0.009026646614074707,0.00075,304
648,1082,,,,,500.0,0.48,330000,,,304
652,1082,,,,,500.0,0.48,330000,,,304
656,1082,,,,,500.0,0.48,330000,,,304
660,1082,,,,,500.0,0.48,330000,,,304
664,1115,0.0019075616728514433,16834,13.494939804077148,-11.907151222229004,500.0,0.0,340000,0.014693621546030045,0.00075,304
668,1115,,,,,500.0,0.0,340000,,,304
672,1115,,,,,500.0,0.0,340000,,,304
676,1115,,,,,500.0,0.0,340000,,,304
680,1115,,,,,500.0,0.0,340000,,,304
684,1148,0.0016632535262033343,17334,-14.5278959274292,-11.766094207763672,500.0,0.17,350000,0.007324499078094959,0.00075,304
688,1148,,,,,500.0,0.17,350000,,,304
692,1148,,,,,500.0,0.17,350000,,,304
696,1148,,,,,500.0,0.17,350000,,,304
700,1148,,,,,500.0,0.17,350000,,,304
704,1181,0.0016879587201401591,17834,-1.9691243171691895,-11.527114868164062,500.0,0.17,360000,0.00886001717299223,0.00075,304
708,1181,,,,,500.0,0.17,360000,,,304
712,1181,,,,,500.0,0.17,360000,,,304
716,1181,,,,,500.0,0.17,360000,,,304
720,1181,,,,,500.0,0.17,360000,,,304
724,1214,0.0017677056603133678,18334,-11.559320449829102,-11.18869400024414,500.0,0.17,370000,0.011029195040464401,0.00075,304
728,1214,,,,,500.0,0.17,370000,,,304
732,1214,,,,,500.0,0.17,370000,,,304
736,1214,,,,,500.0,0.17,370000,,,304
740,1214,,,,,500.0,0.17,370000,,,304
744,1247,0.0014934161445125937,18834,-8.249271392822266,-10.827177047729492,500.0,0.17,380000,0.021252289414405823,0.00075,304
748,1247,,,,,500.0,0.17,380000,,,304
752,1247,,,,,500.0,0.17,380000,,,304
756,1247,,,,,500.0,0.17,380000,,,304
760,1247,,,,,500.0,0.17,380000,,,304
764,1279,0.0014947005547583103,19334,-6.51646614074707,-10.595526695251465,500.0,0.17,390000,0.016786588355898857,0.00075,304
768,1279,,,,,500.0,0.17,390000,,,304
772,1279,,,,,500.0,0.17,390000,,,304
776,1279,,,,,500.0,0.17,390000,,,304
780,1279,,,,,500.0,0.17,390000,,,304
784,1312,0.0013983964454382658,19834,-4.584068298339844,-10.14071273803711,500.0,0.0,400000,0.012349584139883518,0.00075,304
788,1312,,,,,500.0,0.0,400000,,,304
792,1312,,,,,500.0,0.0,400000,,,304
796,1312,,,,,500.0,0.0,400000,,,304
800,1312,,,,,500.0,0.0,400000,,,304
804,1346,0.0013558646896854043,20334,-12.252498626708984,-10.154472351074219,500.0,0.0,410000,0.007582471705973148,0.00075,304
808,1346,,,,,500.0,0.0,410000,,,304
812,1346,,,,,500.0,0.0,410000,,,304
816,1346,,,,,500.0,0.0,410000,,,304
820,1346,,,,,500.0,0.0,410000,,,304
824,1379,0.0013746171025559306,20834,-6.2728400230407715,-9.708740234375,500.0,0.0,420000,0.011024953797459602,0.00075,304
828,1379,,,,,500.0,0.0,420000,,,304
832,1379,,,,,500.0,0.0,420000,,,304
836,1379,,,,,500.0,0.0,420000,,,304
840,1379,,,,,500.0,0.0,420000,,,304
844,1411,0.0013154364423826337,21334,4.513715744018555,-9.647344589233398,500.0,0.0,430000,0.014915769919753075,0.00075,304
848,1411,,,,,500.0,0.0,430000,,,304
852,1411,,,,,500.0,0.0,430000,,,304
856,1411,,,,,500.0,0.0,430000,,,304
860,1411,,,,,500.0,0.0,430000,,,304
864,1444,0.001205257372930646,21834,-2.6263747215270996,-9.258262634277344,500.0,0.0,440000,0.010064379312098026,0.00075,304
868,1444,,,,,500.0,0.0,440000,,,304
872,1444,,,,,500.0,0.0,440000,,,304
876,1444,,,,,500.0,0.0,440000,,,304
880,1444,,,,,500.0,0.0,440000,,,304
884,1477,0.0013926590327173471,22334,-7.433928966522217,-9.251585006713867,500.0,0.43,450000,0.009636959992349148,0.00075,304
888,1477,,,,,500.0,0.43,450000,,,304
892,1477,,,,,500.0,0.43,450000,,,304
896,1477,,,,,500.0,0.43,450000,,,304
900,1477,,,,,500.0,0.43,450000,,,304
904,1510,0.0010918992338702083,22834,-9.964944839477539,-8.891426086425781,500.0,0.43,460000,0.004009088966995478,0.00075,304
908,1510,,,,,500.0,0.43,460000,,,304
912,1510,,,,,500.0,0.43,460000,,,304
916,1510,,,,,500.0,0.43,460000,,,304
920,1510,,,,,500.0,0.43,460000,,,304
924,1542,0.0011037924559786916,23334,4.3342437744140625,-8.839677810668945,500.0,0.43,470000,0.020901968702673912,0.00075,304
928,1542,,,,,500.0,0.43,470000,,,304
932,1543,,,,,500.0,0.43,470000,,,304
936,1543,,,,,500.0,0.43,470000,,,304
940,1543,,,,,500.0,0.43,470000,,,304
944,1576,0.0010041542118415236,23834,-3.058835744857788,-8.458261489868164,500.0,0.43,480000,0.007394012063741684,0.00075,304
948,1576,,,,,500.0,0.43,480000,,,304
952,1576,,,,,500.0,0.43,480000,,,304
956,1576,,,,,500.0,0.43,480000,,,304
960,1576,,,,,500.0,0.43,480000,,,304
964,1610,0.001037913840264082,24334,-14.474021911621094,-8.186620712280273,500.0,0.43,490000,0.00588432839140296,0.00075,304
968,1610,,,,,500.0,0.43,490000,,,304
972,1610,,,,,500.0,0.43,490000,,,304
976,1610,,,,,500.0,0.43,490000,,,304
980,1610,,,,,500.0,0.43,490000,,,304
984,1643,0.0010087410919368267,24834,5.766436576843262,-7.931316375732422,500.0,0.0,500000,1.061572790145874,0.00075,304
988,1643,,,,,500.0,0.0,500000,,,304
992,1643,,,,,500.0,0.0,500000,,,304
996,1643,,,,,500.0,0.0,500000,,,304
1000,1643,,,,,500.0,0.0,500000,,,304
1004,1676,0.000837956671603024,25334,0.9569008350372314,-7.880079746246338,500.0,0.0,510000,0.007325939834117889,0.00075,304
1008,1676,,,,,500.0,0.0,510000,,,304
1012,1676,,,,,500.0,0.0,510000,,,304
1016,1676,,,,,500.0,0.0,510000,,,304
1020,1677,,,,,500.0,0.0,510000,,,304
1024,1710,0.0009167426615022123,25834,-6.470449447631836,-7.688481330871582,500.0,0.0,520000,0.006550723686814308,0.00075,304
1028,1710,,,,,500.0,0.0,520000,,,303
1032,1710,,,,,500.0,0.0,520000,,,303
1036,1710,,,,,500.0,0.0,520000,,,303
1040,1710,,,,,500.0,0.0,520000,,,303
1044,1743,0.0008739481563679874,26334,9.04422664642334,-7.482624053955078,500.0,0.0,530000,0.0032677410636097193,0.00075,304
1048,1743,,,,,500.0,0.0,530000,,,304
1052,1743,,,,,500.0,0.0,530000,,,304
1056,1743,,,,,500.0,0.0,530000,,,303
1060,1743,,,,,500.0,0.0,530000,,,303
1064,1776,0.0009248742717318237,26834,7.812754154205322,-7.19852352142334,500.0,0.0,540000,0.004431964363902807,0.00075,303
1068,1776,,,,,500.0,0.0,540000,,,303
1072,1776,,,,,500.0,0.0,540000,,,303
1076,1776,,,,,500.0,0.0,540000,,,303
1080,1776,,,,,500.0,0.0,540000,,,303
1084,1810,0.0008754066657274961,27334,-14.875560760498047,-7.015782833099365,500.0,0.0,550000,0.012294236570596695,0.00075,303
1088,1810,,,,,500.0,0.0,550000,,,303
1092,1811,,,,,500.0,0.0,550000,,,303
1096,1811,,,,,500.0,0.0,550000,,,303
1100,1811,,,,,500.0,0.0,550000,,,303
1104,1844,0.0007228192989714444,27834,0.11366105079650879,-6.994268417358398,500.0,0.0,560000,0.0047700065188109875,0.00075,303
1108,1844,,,,,500.0,0.0,560000,,,303
1112,1844,,,,,500.0,0.0,560000,,,303
1116,1844,,,,,500.0,0.0,560000,,,303
1120,1844,,,,,500.0,0.0,560000,,,303
1124,1877,0.0007877044845372438,28334,-7.737026691436768,-6.7580366134643555,500.0,0.0,570000,0.0032901624217629433,0.00075,303
1128,1877,,,,,500.0,0.0,570000,,,303
1132,1877,,,,,500.0,0.0,570000,,,303
1136,1877,,,,,500.0,0.0,570000,,,303
1140,1877,,,,,500.0,0.0,570000,,,303
1144,1910,0.0007689896738156676,28834,-5.694242000579834,-6.539828300476074,500.0,0.0,580000,0.005422626622021198,0.00075,303
1148,1910,,,,,500.0,0.0,580000,,,303
1152,1910,,,,,500.0,0.0,580000,,,303
1156,1910,,,,,500.0,0.0,580000,,,303
1160,1910,,,,,500.0,0.0,580000,,,303
1164,1944,0.0007307501509785652,29334,-9.917797088623047,-6.433846950531006,500.0,0.0,590000,0.0017290525138378143,0.00075,303
1168,1944,,,,,500.0,0.0,590000,,,303
1172,1944,,,,,500.0,0.0,590000,,,303
1176,1944,,,,,500.0,0.0,590000,,,303
1180,1944,,,,,500.0,0.0,590000,,,303
1184,1977,0.0007376645808108151,29834,15.164092063903809,-6.2765960693359375,500.0,0.0,600000,0.009505726397037506,0.00075,303
1188,1977,,,,,500.0,0.0,600000,,,303
1192,1977,,,,,500.0,0.0,600000,,,303
1196,1977,,,,,500.0,0.0,600000,,,303
1200,1977,,,,,500.0,0.0,600000,,,303
1204,2011,0.0007074529421515763,30334,-6.845790386199951,-6.0480804443359375,500.0,0.0,610000,0.005927476100623608,0.00075,303
1208,2011,,,,,500.0,0.0,610000,,,303
1212,2011,,,,,500.0,0.0,610000,,,303
1216,2011,,,,,500.0,0.0,610000,,,303
1220,2012,,,,,500.0,0.0,610000,,,303
1224,2045,0.0007053849985823035,30834,1.3028427362442017,-5.970849514007568,500.0,0.0,620000,0.006755202077329159,0.00075,303
1228,2045,,,,,500.0,0.0,620000,,,303
1232,2045,,,,,500.0,0.0,620000,,,303
1236,2045,,,,,500.0,0.0,620000,,,303
1240,2045,,,,,500.0,0.0,620000,,,303
1244,2078,0.0006796721136197448,31334,0.8980181217193604,-5.786293029785156,500.0,0.0,630000,0.00265460554510355,0.00075,303
1248,2078,,,,,500.0,0.0,630000,,,303
1252,2078,,,,,500.0,0.0,630000,,,303
1256,2078,,,,,500.0,0.0,630000,,,303
1260,2078,,,,,500.0,0.0,630000,,,303
1264,2110,0.0006893951212987304,31834,-11.587367057800293,-5.505233287811279,500.0,0.0,640000,0.005060677416622639,0.00075,303
1268,2110,,,,,500.0,0.0,640000,,,303
1272,2110,,,,,500.0,0.0,640000,,,303
1276,2110,,,,,500.0,0.0,640000,,,303
1280,2110,,,,,500.0,0.0,640000,,,303
1284,2143,0.0006901107844896615,32334,-5.710545539855957,-5.4613447189331055,500.0,0.0,650000,0.11511148512363434,0.00075,303
1288,2143,,,,,500.0,0.0,650000,,,303
1292,2143,,,,,500.0,0.0,650000,,,303
1296,2143,,,,,500.0,0.0,650000,,,303
1300,2143,,,,,500.0,0.0,650000,,,303
1304,2176,0.0007830446702428162,32834,50.667991638183594,-5.397087574005127,500.0,0.0,660000,0.002983848564326763,0.00075,303
1308,2176,,,,,500.0,0.0,660000,,,303
1312,2176,,,,,500.0,0.0,660000,,,303
1316,2176,,,,,500.0,0.0,660000,,,303
1320,2176,,,,,500.0,0.0,660000,,,303
1324,2209,0.0006337648956105113,33334,-4.658262729644775,-5.290371894836426,500.0,0.0,670000,0.2599745988845825,0.00075,303
1328,2209,,,,,500.0,0.0,670000,,,303
1332,2209,,,,,500.0,0.0,670000,,,303
1336,2209,,,,,500.0,0.0,670000,,,303
1340,2209,,,,,500.0,0.0,670000,,,303
1344,2242,0.0006621279753744602,33834,-6.290033340454102,-5.127300262451172,500.0,0.0,680000,0.00362773472443223,0.00075,303
1348,2242,,,,,500.0,0.0,680000,,,303
1352,2242,,,,,500.0,0.0,680000,,,303
1356,2242,,,,,500.0,0.0,680000,,,303
1360,2242,,,,,500.0,0.0,680000,,,303
1364,2275,0.0006113310810178518,34334,0.19464993476867676,-4.965407371520996,500.0,1.43,690000,0.002901050727814436,0.00075,303
1368,2275,,,,,500.0,1.43,690000,,,303
1372,2275,,,,,500.0,1.43,690000,,,303
1376,2275,,,,,500.0,1.43,690000,,,303
1380,2275,,,,,500.0,1.43,690000,,,303
1384,2309,0.000631409406196326,34834,-2.315937042236328,-4.917304992675781,500.0,1.43,700000,0.19797785580158234,0.00075,303
1388,2309,,,,,500.0,1.43,700000,,,303
1392,2309,,,,,500.0,1.43,700000,,,303
1396,2309,,,,,500.0,1.43,700000,,,303
1400,2309,,,,,500.0,1.43,700000,,,303
1404,2342,0.0005577187403105199,35334,-0.1385936737060547,-4.9126129150390625,500.0,1.43,710000,0.0011922819539904594,0.00075,303
1408,2342,,,,,500.0,1.43,710000,,,303
1412,2342,,,,,500.0,1.43,710000,,,303
1416,2342,,,,,500.0,1.43,710000,,,303
1420,2342,,,,,500.0,1.43,710000,,,303
1424,2375,0.0005573045345954597,35834,20.568687438964844,-4.705440521240234,500.0,1.43,720000,0.0026756934821605682,0.00075,303
1428,2375,,,,,500.0,1.43,720000,,,303
1432,2375,,,,,500.0,1.43,720000,,,303
1436,2375,,,,,500.0,1.43,720000,,,303
1440,2375,,,,,500.0,1.43,720000,,,303
1444,2408,0.0005514597869478166,36334,2.5201430320739746,-4.558286666870117,500.0,1.43,730000,0.17629525065422058,0.00075,303
1448,2408,,,,,500.0,1.43,730000,,,303
1452,2408,,,,,500.0,1.43,730000,,,303
1456,2408,,,,,500.0,1.43,730000,,,303
1460,2408,,,,,500.0,1.43,730000,,,303
1464,2442,0.0005387589917518198,36834,-2.978332996368408,-4.395224571228027,500.0,0.0,740000,0.0008576071122661233,0.00075,303
1468,2442,,,,,500.0,0.0,740000,,,303
1472,2442,,,,,500.0,0.0,740000,,,303
1476,2442,,,,,500.0,0.0,740000,,,303
1480,2442,,,,,500.0,0.0,740000,,,303
1484,2474,0.00047423451906070113,37334,-1.7829458713531494,-4.339572906494141,500.0,0.0,750000,0.001495681470260024,0.00075,303
1488,2475,,,,,500.0,0.0,750000,,,303
1492,2475,,,,,500.0,0.0,750000,,,303
1496,2475,,,,,500.0,0.0,750000,,,303
1500,2475,,,,,500.0,0.0,750000,,,303
1504,2508,0.00045771218719892204,37834,-11.950922012329102,-4.152157783508301,500.0,0.0,760000,0.0011914001079276204,0.00075,302
1508,2508,,,,,500.0,0.0,760000,,,302
1512,2508,,,,,500.0,0.0,760000,,,302
1516,2508,,,,,500.0,0.0,760000,,,302
1520,2508,,,,,500.0,0.0,760000,,,302
1524,2540,0.0004516039916779846,38334,-8.660831451416016,-4.024628639221191,500.0,0.0,770000,0.11151407659053802,0.00075,303
1528,2540,,,,,500.0,0.0,770000,,,303
1532,2540,,,,,500.0,0.0,770000,,,303
1536,2540,,,,,500.0,0.0,770000,,,303
1540,2540,,,,,500.0,0.0,770000,,,303
1544,2573,0.0004518762871157378,38834,6.627830982208252,-4.044853687286377,500.0,1.44,780000,0.009511619806289673,0.00075,303
1548,2573,,,,,500.0,1.44,780000,,,303
1552,2573,,,,,500.0,1.44,780000,,,303
1556,2573,,,,,500.0,1.44,780000,,,303
1560,2573,,,,,500.0,1.44,780000,,,303
1564,2606,0.00046650346484966576,39334,-1.547285795211792,-3.8883440494537354,500.0,1.44,790000,0.0014204175677150488,0.00075,303
1568,2606,,,,,500.0,1.44,790000,,,303
1572,2606,,,,,500.0,1.44,790000,,,303
1576,2606,,,,,500.0,1.44,790000,,,303
1580,2606,,,,,500.0,1.44,790000,,,303
1584,2639,0.00045294692972674966,39834,5.026490688323975,-3.7205309867858887,500.0,2.12,800000,0.001992835197597742,0.00075,303
1588,2639,,,,,500.0,2.12,800000,,,303
1592,2639,,,,,500.0,2.12,800000,,,303
1596,2639,,,,,500.0,2.12,800000,,,303
1600,2639,,,,,500.0,2.12,800000,,,303
1604,2672,0.000424074794864282,40334,-4.800287246704102,-3.694908618927002,500.0,2.12,810000,0.000858103740029037,0.00075,303
1608,2672,,,,,500.0,2.12,810000,,,303
1612,2672,,,,,500.0,2.12,810000,,,303
1616,2672,,,,,500.0,2.12,810000,,,303
1620,2672,,,,,500.0,2.12,810000,,,303
1624,2705,0.000415540998801589,40834,-8.735913276672363,-3.6649599075317383,500.0,2.12,820000,0.0009410615311935544,0.00075,303
1628,2705,,,,,500.0,2.12,820000,,,303
1632,2705,,,,,500.0,2.12,820000,,,303
1636,2705,,,,,500.0,2.12,820000,,,303
1640,2705,,,,,500.0,2.12,820000,,,303
1644,2738,0.0003858572745230049,41334,6.733249664306641,-3.5539653301239014,500.0,0.68,830000,0.0023128255270421505,0.00075,303
1648,2738,,,,,500.0,0.68,830000,,,303
1652,2738,,,,,500.0,0.68,830000,,,303
1656,2738,,,,,500.0,0.68,830000,,,303
1660,2738,,,,,500.0,0.68,830000,,,303
1664,2772,0.0004036503960378468,41834,13.069855690002441,-3.4177751541137695,500.0,0.68,840000,0.10970482230186462,0.00075,303
1668,2772,,,,,500.0,0.68,840000,,,303
1672,2772,,,,,500.0,0.68,840000,,,303
1676,2772,,,,,500.0,0.68,840000,,,303
1680,2772,,,,,500.0,0.68,840000,,,303
1684,2806,0.00041177598177455366,42334,-8.645094871520996,-3.378166675567627,500.0,0.0,850000,0.0011565906461328268,0.00075,302
1688,2806,,,,,500.0,0.0,850000,,,302
1692,2806,,,,,500.0,0.0,850000,,,302
1696,2806,,,,,500.0,0.0,850000,,,302
1700,2806,,,,,500.0,0.0,850000,,,302
1704,2839,0.0004258328699506819,42834,-0.8103179931640625,-3.3568286895751953,500.0,0.0,860000,0.0008368066046386957,0.00075,302
1708,2839,,,,,500.0,0.0,860000,,,302
1712,2839,,,,,500.0,0.0,860000,,,302
1716,2839,,,,,500.0,0.0,860000,,,302
1720,2839,,,,,500.0,0.0,860000,,,302
1724,2873,0.0003716842911671847,43334,-3.115166425704956,-3.228942394256592,500.0,2.42,870000,0.0008646317292004824,0.00075,302
1728,2873,,,,,500.0,2.42,870000,,,302
