train/critic_loss,time/fps,train/actor_loss,train/n_updates,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/time_elapsed,train/ent_coef_loss,time/total_timesteps
,303,,,500.0,,0.0,252,,428,,130000
,303,,,500.0,,0.0,256,,428,,130000
,303,,,500.0,,0.0,260,,428,,130000
0.02660354971885681,302,-19.855518341064453,6834,500.0,0.00075,0.0,264,0.007527950219810009,462,-36.10504150390625,140000
,302,,,500.0,,0.0,268,,462,,140000
,302,,,500.0,,0.0,272,,462,,140000
,302,,,500.0,,0.0,276,,462,,140000
,302,,,500.0,,0.0,280,,462,,140000
0.046633437275886536,302,-19.04010772705078,7334,500.0,0.00075,0.0,284,0.005655938293784857,496,7.295588493347168,150000
,302,,,500.0,,0.0,288,,496,,150000
,302,,,500.0,,0.0,292,,496,,150000
,302,,,500.0,,0.0,296,,496,,150000
,302,,,500.0,,0.0,300,,496,,150000
0.05037682130932808,302,-18.32908058166504,7834,500.0,0.00075,1.16,304,0.004581150598824024,528,-0.5971901416778564,160000
,302,,,500.0,,1.16,308,,528,,160000
,302,,,500.0,,1.16,312,,528,,160000
,302,,,500.0,,1.16,316,,528,,160000
,302,,,500.0,,1.16,320,,528,,160000
0.031159766018390656,302,-18.120595932006836,8334,500.0,0.00075,1.16,324,0.003944271709769964,562,-16.576873779296875,170000
,302,,,500.0,,1.16,328,,562,,170000
,302,,,500.0,,1.16,332,,562,,170000
,302,,,500.0,,1.16,336,,562,,170000
,302,,,500.0,,1.16,340,,562,,170000
0.039607834070920944,302,-17.682201385498047,8834,500.0,0.00075,1.16,344,0.0034191093873232603,595,12.203557968139648,180000
,302,,,500.0,,1.16,348,,596,,180000
,302,,,500.0,,1.16,352,,596,,180000
,302,,,500.0,,1.16,356,,596,,180000
,301,,,500.0,,1.16,360,,596,,180000
0.06386829167604446,301,-17.396272659301758,9334,500.0,0.00075,1.16,364,0.0029828613623976707,630,-10.192643165588379,190000
,301,,,500.0,,1.16,368,,630,,190000
,301,,,500.0,,1.16,372,,630,,190000
,301,,,500.0,,1.16,376,,630,,190000
,301,,,500.0,,1.16,380,,630,,190000
2.283644676208496,301,-16.49713706970215,9834,500.0,0.00075,1.16,384,0.002894872333854437,664,-4.591297149658203,200000
,301,,,500.0,,1.16,388,,664,,200000
,301,,,500.0,,1.16,392,,664,,200000
,301,,,500.0,,1.16,396,,664,,200000
,301,,,500.0,,1.16,400,,664,,200000
0.024863839149475098,299,-16.520427703857422,10334,500.0,0.00075,0.0,404,0.0027137640863656998,700,9.714473724365234,210000
,299,,,500.0,,0.0,408,,700,,210000
,299,,,500.0,,0.0,412,,700,,210000
,299,,,500.0,,0.0,416,,700,,210000
,299,,,500.0,,0.0,420,,700,,210000
0.036709897220134735,299,-15.889856338500977,10834,500.0,0.00075,0.0,424,0.0027062164153903723,734,-3.472543716430664,220000
,299,,,500.0,,0.0,428,,734,,220000
,299,,,500.0,,0.0,432,,734,,220000
,299,,,500.0,,0.0,436,,734,,220000
,299,,,500.0,,0.0,440,,734,,220000
0.042756251990795135,299,-15.682486534118652,11334,500.0,0.00075,0.0,444,0.002470890525728464,768,-16.448158264160156,230000
,299,,,500.0,,0.0,448,,768,,230000
,299,,,500.0,,0.0,452,,768,,230000
,299,,,500.0,,0.0,456,,768,,230000
,299,,,500.0,,0.0,460,,768,,230000
1.516242265701294,298,-15.252975463867188,11834,500.0,0.00075,0.0,464,0.0022439570166170597,804,-3.579484224319458,240000
,298,,,500.0,,0.0,468,,804,,240000
,298,,,500.0,,0.0,472,,805,,240000
,298,,,500.0,,0.0,476,,805,,240000
,298,,,500.0,,0.0,480,,805,,240000
0.020768050104379654,297,-15.102645874023438,12334,500.0,0.00075,0.0,484,0.0022613827604800463,841,-3.3405189514160156,250000
,297,,,500.0,,0.0,488,,841,,250000
,297,,,500.0,,0.0,492,,841,,250000
,297,,,500.0,,0.0,496,,841,,250000
,297,,,500.0,,0.0,500,,841,,250000
0.5102133750915527,296,-14.429628372192383,12834,500.0,0.00075,0.0,504,0.0022244113497436047,876,6.670627593994141,260000
,296,,,500.0,,0.0,508,,876,,260000
,296,,,500.0,,0.0,512,,876,,260000
,296,,,500.0,,0.0,516,,876,,260000
,296,,,500.0,,0.0,520,,876,,260000
0.018618466332554817,296,-14.228126525878906,13334,500.0,0.00075,0.0,524,0.0019208953017368913,911,-6.9520392417907715,270000
,296,,,500.0,,0.0,528,,911,,270000
,296,,,500.0,,0.0,532,,911,,270000
,296,,,500.0,,0.0,536,,911,,270000
,296,,,500.0,,0.0,540,,911,,270000
0.011667031794786453,296,-13.689865112304688,13834,500.0,0.00075,0.0,544,0.001924084615893662,944,-10.690557479858398,280000
,296,,,500.0,,0.0,548,,944,,280000
,296,,,500.0,,0.0,552,,944,,280000
,296,,,500.0,,0.0,556,,944,,280000
,296,,,500.0,,0.0,560,,944,,280000
0.02762991562485695,296,-13.379460334777832,14334,500.0,0.00075,0.0,564,0.001811044872738421,977,-0.3165743350982666,290000
,296,,,500.0,,0.0,568,,977,,290000
,296,,,500.0,,0.0,572,,977,,290000
,296,,,500.0,,0.0,576,,977,,290000
,296,,,500.0,,0.0,580,,977,,290000
0.014282000251114368,296,-13.125153541564941,14834,500.0,0.00075,0.0,584,0.001812227419577539,1011,5.994195461273193,300000
,296,,,500.0,,0.0,588,,1011,,300000
,296,,,500.0,,0.0,592,,1011,,300000
,296,,,500.0,,0.0,596,,1011,,300000
,296,,,500.0,,0.0,600,,1011,,300000
0.4144856929779053,296,-13.035645484924316,15334,500.0,0.00075,0.0,604,0.0018180394545197487,1045,5.535200595855713,310000
,296,,,500.0,,0.0,608,,1045,,310000
,296,,,500.0,,0.0,612,,1045,,310000
,296,,,500.0,,0.0,616,,1045,,310000
,296,,,500.0,,0.0,620,,1045,,310000
0.016130121424794197,296,-12.55018138885498,15834,500.0,0.00075,0.0,624,0.0018551968969404697,1078,-3.5373215675354004,320000
,296,,,500.0,,0.0,628,,1078,,320000
,296,,,500.0,,0.0,632,,1078,,320000
,296,,,500.0,,0.0,636,,1078,,320000
,296,,,500.0,,0.0,640,,1078,,320000
0.019307518377900124,297,-11.912656784057617,16334,500.0,0.00075,0.0,644,0.0016431566327810287,1110,-6.502446174621582,330000
,297,,,500.0,,0.0,648,,1110,,330000
,297,,,500.0,,0.0,652,,1110,,330000
,297,,,500.0,,0.0,656,,1110,,330000
,297,,,500.0,,0.0,660,,1110,,330000
0.021645164117217064,297,-12.09986686706543,16834,500.0,0.00075,0.0,664,0.0014847330749034882,1143,12.960836410522461,340000
,297,,,500.0,,0.0,668,,1143,,340000
,297,,,500.0,,0.0,672,,1143,,340000
,297,,,500.0,,0.0,676,,1143,,340000
,297,,,500.0,,0.0,680,,1143,,340000
0.016032986342906952,297,-11.66430377960205,17334,500.0,0.00075,0.0,684,0.001522368867881596,1176,-5.242926597595215,350000
,297,,,500.0,,0.0,688,,1176,,350000
,297,,,500.0,,0.0,692,,1176,,350000
,297,,,500.0,,0.0,696,,1176,,350000
,297,,,500.0,,0.0,700,,1176,,350000
1.0063774585723877,297,-11.586404800415039,17834,500.0,0.00075,0.0,704,0.0016888862010091543,1209,-0.8483203649520874,360000
,297,,,500.0,,0.0,708,,1209,,360000
,297,,,500.0,,0.0,712,,1209,,360000
,297,,,500.0,,0.0,716,,1209,,360000
,297,,,500.0,,0.0,720,,1209,,360000
0.008763905614614487,297,-11.550301551818848,18334,500.0,0.00075,0.0,724,0.0014806253602728248,1243,-8.553640365600586,370000
,297,,,500.0,,0.0,728,,1243,,370000
,297,,,500.0,,0.0,732,,1243,,370000
,297,,,500.0,,0.0,736,,1243,,370000
,297,,,500.0,,0.0,740,,1243,,370000
0.012053870595991611,297,-10.98910140991211,18834,500.0,0.00075,0.0,744,0.0016264714067801833,1276,11.687758445739746,380000
,297,,,500.0,,0.0,748,,1276,,380000
,297,,,500.0,,0.0,752,,1276,,380000
,297,,,500.0,,0.0,756,,1276,,380000
,297,,,500.0,,0.0,760,,1276,,380000
0.9622573852539062,297,-10.677997589111328,19334,500.0,0.00075,0.0,764,0.0016450851690024137,1309,-6.395724296569824,390000
,297,,,500.0,,0.0,768,,1309,,390000
,297,,,500.0,,0.0,772,,1309,,390000
,297,,,500.0,,0.0,776,,1309,,390000
,297,,,500.0,,0.0,780,,1309,,390000
0.011650321073830128,297,-10.656126022338867,19834,500.0,0.00075,0.0,784,0.0014928174205124378,1342,-15.617380142211914,400000
,297,,,500.0,,0.0,788,,1342,,400000
,297,,,500.0,,0.0,792,,1342,,400000
,297,,,500.0,,0.0,796,,1342,,400000
,297,,,500.0,,0.0,800,,1342,,400000
0.8186968564987183,298,-10.216373443603516,20334,500.0,0.00075,0.0,804,0.0013389685191214085,1375,5.290566921234131,410000
,298,,,500.0,,0.0,808,,1375,,410000
,298,,,500.0,,0.0,812,,1375,,410000
,298,,,500.0,,0.0,816,,1375,,410000
,298,,,500.0,,0.0,820,,1375,,410000
0.0046963440254330635,298,-9.990522384643555,20834,500.0,0.00075,0.0,824,0.001313799642957747,1407,-16.683313369750977,420000
,298,,,500.0,,0.0,828,,1407,,420000
,298,,,500.0,,0.0,832,,1407,,420000
,298,,,500.0,,0.0,836,,1407,,420000
,298,,,500.0,,0.0,840,,1407,,420000
0.011982577852904797,298,-9.836492538452148,21334,500.0,0.00075,0.0,844,0.0013360934099182487,1440,-11.594334602355957,430000
,298,,,500.0,,0.0,848,,1440,,430000
,298,,,500.0,,0.0,852,,1440,,430000
,298,,,500.0,,0.0,856,,1440,,430000
,298,,,500.0,,0.0,860,,1440,,430000
0.006510061677545309,298,-9.82685661315918,21834,500.0,0.00075,0.0,864,0.001469793962314725,1472,-13.464864730834961,440000
,298,,,500.0,,0.0,868,,1472,,440000
,298,,,500.0,,0.0,872,,1472,,440000
,298,,,500.0,,0.0,876,,1472,,440000
,298,,,500.0,,0.0,880,,1472,,440000
0.0075356559827923775,298,-9.495003700256348,22334,500.0,0.00075,0.0,884,0.0013976030750200152,1506,-7.40238094329834,450000
,298,,,500.0,,0.0,888,,1506,,450000
,298,,,500.0,,0.0,892,,1506,,450000
,298,,,500.0,,0.0,896,,1506,,450000
,298,,,500.0,,0.0,900,,1506,,450000
0.00579280499368906,298,-9.269292831420898,22834,500.0,0.00075,0.0,904,0.0013645578874275088,1539,-12.559776306152344,460000
,298,,,500.0,,0.0,908,,1539,,460000
,298,,,500.0,,0.0,912,,1539,,460000
,298,,,500.0,,0.0,916,,1539,,460000
,298,,,500.0,,0.0,920,,1539,,460000
0.008049482479691505,298,-8.941682815551758,23334,500.0,0.00075,0.0,924,0.0012466487241908908,1572,7.705326080322266,470000
,298,,,500.0,,0.0,928,,1572,,470000
,298,,,500.0,,0.0,932,,1572,,470000
,298,,,500.0,,0.0,936,,1572,,470000
,298,,,500.0,,0.0,940,,1572,,470000
0.5897945761680603,299,-8.681554794311523,23834,500.0,0.00075,0.0,944,0.0011224964400753379,1604,19.992889404296875,480000
,299,,,500.0,,0.0,948,,1604,,480000
,299,,,500.0,,0.0,952,,1604,,480000
,299,,,500.0,,0.0,956,,1604,,480000
,299,,,500.0,,0.0,960,,1604,,480000
0.01679745689034462,299,-8.585888862609863,24334,500.0,0.00075,0.0,964,0.0011844787513837218,1636,-6.334012031555176,490000
,299,,,500.0,,0.0,968,,1636,,490000
,299,,,500.0,,0.0,972,,1636,,490000
,299,,,500.0,,0.0,976,,1636,,490000
,299,,,500.0,,0.0,980,,1636,,490000
0.006431067828088999,299,-8.352569580078125,24834,500.0,0.00075,0.0,984,0.0012507267529144883,1668,-4.413236618041992,500000
,299,,,500.0,,0.0,988,,1668,,500000
,299,,,500.0,,0.0,992,,1668,,500000
,299,,,500.0,,0.0,996,,1668,,500000
,299,,,500.0,,0.0,1000,,1668,,500000
0.007786150090396404,299,-8.14936637878418,25334,500.0,0.00075,0.0,1004,0.0011488697491586208,1701,5.259404182434082,510000
,299,,,500.0,,0.0,1008,,1701,,510000
,299,,,500.0,,0.0,1012,,1701,,510000
,299,,,500.0,,0.0,1016,,1701,,510000
,299,,,500.0,,0.0,1020,,1701,,510000
0.008808581158518791,300,-7.944002151489258,25834,500.0,0.00075,0.0,1024,0.0011879195226356387,1732,-3.534135341644287,520000
,300,,,500.0,,0.0,1028,,1732,,520000
,300,,,500.0,,0.0,1032,,1732,,520000
,300,,,500.0,,0.0,1036,,1732,,520000
,300,,,500.0,,0.0,1040,,1732,,520000
0.005736476741731167,300,-7.802350997924805,26334,500.0,0.00075,0.0,1044,0.001236048061400652,1764,8.972295761108398,530000
,300,,,500.0,,0.0,1048,,1764,,530000
,300,,,500.0,,0.0,1052,,1764,,530000
,300,,,500.0,,0.0,1056,,1764,,530000
,300,,,500.0,,0.0,1060,,1764,,530000
0.00720494519919157,300,-7.637543678283691,26834,500.0,0.00075,0.0,1064,0.001244734856300056,1797,-20.060394287109375,540000
,300,,,500.0,,0.0,1068,,1797,,540000
,300,,,500.0,,0.0,1072,,1797,,540000
,300,,,500.0,,0.0,1076,,1798,,540000
,300,,,500.0,,0.0,1080,,1798,,540000
0.00365249952301383,300,-7.627900123596191,27334,500.0,0.00075,0.0,1084,0.0012514975387603045,1830,5.9570512771606445,550000
,300,,,500.0,,0.0,1088,,1830,,550000
,300,,,500.0,,0.0,1092,,1830,,550000
,300,,,500.0,,0.0,1096,,1830,,550000
,300,,,500.0,,0.0,1100,,1830,,550000
0.007472232449799776,300,-7.294307231903076,27834,500.0,0.00075,0.0,1104,0.001194105250760913,1863,-12.053630828857422,560000
,300,,,500.0,,0.0,1108,,1863,,560000
,300,,,500.0,,0.0,1112,,1863,,560000
,300,,,500.0,,0.0,1116,,1863,,560000
,300,,,500.0,,0.0,1120,,1863,,560000
0.006841383874416351,300,-7.1810431480407715,28334,500.0,0.00075,0.0,1124,0.001015840214677155,1896,1.5578259229660034,570000
,300,,,500.0,,0.0,1128,,1896,,570000
,300,,,500.0,,0.0,1132,,1896,,570000
,300,,,500.0,,0.0,1136,,1896,,570000
,300,,,500.0,,0.0,1140,,1896,,570000
0.003546483349055052,300,-6.954050064086914,28834,500.0,0.00075,0.0,1144,0.0011429247679188848,1929,6.810628890991211,580000
,300,,,500.0,,0.0,1148,,1929,,580000
,300,,,500.0,,0.0,1152,,1929,,580000
,300,,,500.0,,0.0,1156,,1929,,580000
,300,,,500.0,,0.0,1160,,1929,,580000
0.015449334867298603,300,-6.899660587310791,29334,500.0,0.00075,0.0,1164,0.0009556240984238684,1962,1.4660227298736572,590000
,300,,,500.0,,0.0,1168,,1962,,590000
,300,,,500.0,,0.0,1172,,1962,,590000
,300,,,500.0,,0.0,1176,,1962,,590000
,300,,,500.0,,0.0,1180,,1962,,590000
0.004040167201310396,300,-6.684502601623535,29834,500.0,0.00075,0.0,1184,0.0008785970276221633,1996,-0.06807899475097656,600000
,300,,,500.0,,0.0,1188,,1996,,600000
,300,,,500.0,,0.0,1192,,1996,,600000
,300,,,500.0,,0.0,1196,,1996,,600000
,300,,,500.0,,0.0,1200,,1996,,600000
0.013159911148250103,300,-6.464585304260254,30334,500.0,0.00075,0.0,1204,0.0009331741603091359,2029,7.363977909088135,610000
,300,,,500.0,,0.0,1208,,2029,,610000
,300,,,500.0,,0.0,1212,,2029,,610000
,300,,,500.0,,0.0,1216,,2029,,610000
,300,,,500.0,,0.0,1220,,2029,,610000
0.33899742364883423,300,-6.4002275466918945,30834,500.0,0.00075,0.0,1224,0.0009036934934556484,2062,-11.515321731567383,620000
,300,,,500.0,,0.0,1228,,2062,,620000
,300,,,500.0,,0.0,1232,,2062,,620000
,300,,,500.0,,0.0,1236,,2062,,620000
,300,,,500.0,,0.0,1240,,2062,,620000
0.0030922959558665752,300,-6.2602996826171875,31334,500.0,0.00075,0.0,1244,0.0008648143266327679,2095,-6.559354782104492,630000
,300,,,500.0,,0.0,1248,,2095,,630000
,300,,,500.0,,0.0,1252,,2095,,630000
,300,,,500.0,,0.0,1256,,2095,,630000
,300,,,500.0,,0.0,1260,,2095,,630000
0.00880515668541193,300,-6.103409290313721,31834,500.0,0.00075,0.0,1264,0.0009348149178549647,2128,-2.271390438079834,640000
,300,,,500.0,,0.0,1268,,2128,,640000
,300,,,500.0,,0.0,1272,,2128,,640000
,300,,,500.0,,0.0,1276,,2128,,640000
,300,,,500.0,,0.0,1280,,2128,,640000
0.0038204300217330456,300,-6.085587501525879,32334,500.0,0.00075,0.0,1284,0.0008285280200652778,2160,1.0847381353378296,650000
,300,,,500.0,,0.0,1288,,2160,,650000
,300,,,500.0,,0.0,1292,,2160,,650000
,300,,,500.0,,0.0,1296,,2160,,650000
,300,,,500.0,,0.0,1300,,2161,,650000
0.0021343769039958715,300,-5.87783145904541,32834,500.0,0.00075,0.0,1304,0.0009187815594486892,2193,-8.900179862976074,660000
,300,,,500.0,,0.0,1308,,2193,,660000
,300,,,500.0,,0.0,1312,,2193,,660000
,300,,,500.0,,0.0,1316,,2193,,660000
,300,,,500.0,,0.0,1320,,2193,,660000
0.0055993469431996346,300,-5.641928672790527,33334,500.0,0.00075,0.0,1324,0.0007844034698791802,2226,-8.793476104736328,670000
,300,,,500.0,,0.0,1328,,2226,,670000
,300,,,500.0,,0.0,1332,,2226,,670000
,300,,,500.0,,0.0,1336,,2226,,670000
,300,,,500.0,,0.0,1340,,2226,,670000
0.003588002175092697,301,-5.483172416687012,33834,500.0,0.00075,0.0,1344,0.0007725090254098177,2259,1.1758173704147339,680000
,301,,,500.0,,0.0,1348,,2259,,680000
,301,,,500.0,,0.0,1352,,2259,,680000
,301,,,500.0,,0.0,1356,,2259,,680000
,301,,,500.0,,0.0,1360,,2259,,680000
0.00364879984408617,301,-5.549293518066406,34334,500.0,0.00075,0.0,1364,0.0007232761126942933,2292,-12.028969764709473,690000
,301,,,500.0,,0.0,1368,,2292,,690000
,301,,,500.0,,0.0,1372,,2292,,690000
,301,,,500.0,,0.0,1376,,2292,,690000
,301,,,500.0,,0.0,1380,,2292,,690000
0.009055009111762047,301,-5.31538200378418,34834,500.0,0.00075,0.0,1384,0.0007250257767736912,2325,-5.350719928741455,700000
,301,,,500.0,,0.0,1388,,2325,,700000
,301,,,500.0,,0.0,1392,,2325,,700000
,301,,,500.0,,0.0,1396,,2325,,700000
,301,,,500.0,,0.0,1400,,2325,,700000
0.005346445366740227,301,-5.167108535766602,35334,500.0,0.00075,0.0,1404,0.0006684737163595855,2357,5.349413871765137,710000
,301,,,500.0,,0.0,1408,,2357,,710000
,301,,,500.0,,0.0,1412,,2357,,710000
,301,,,500.0,,0.0,1416,,2357,,710000
,301,,,500.0,,0.0,1420,,2357,,710000
0.2136887013912201,301,-5.098044395446777,35834,500.0,0.00075,0.0,1424,0.0006804692093282938,2390,6.27146053314209,720000
,301,,,500.0,,0.0,1428,,2390,,720000
,301,,,500.0,,0.0,1432,,2390,,720000
,301,,,500.0,,0.0,1436,,2390,,720000
,301,,,500.0,,0.0,1440,,2390,,720000
0.16048085689544678,301,-4.961339950561523,36334,500.0,0.00075,2.85,1444,0.0007152209873311222,2423,-2.7043509483337402,730000
,301,,,500.0,,2.85,1448,,2423,,730000
,301,,,500.0,,2.85,1452,,2423,,730000
,301,,,500.0,,2.85,1456,,2423,,730000
,301,,,500.0,,2.85,1460,,2423,,730000
0.004608319606631994,301,-4.9625630378723145,36834,500.0,0.00075,2.85,1464,0.0008089817129075527,2456,6.504434585571289,740000
,301,,,500.0,,2.85,1468,,2456,,740000
,301,,,500.0,,2.85,1472,,2456,,740000
,301,,,500.0,,2.85,1476,,2456,,740000
,301,,,500.0,,2.85,1480,,2456,,740000
0.16762055456638336,301,-4.831291198730469,37334,500.0,0.00075,2.85,1484,0.0007385452045127749,2489,-13.977823257446289,750000
,301,,,500.0,,2.85,1488,,2489,,750000
,301,,,500.0,,2.85,1492,,2489,,750000
,301,,,500.0,,2.85,1496,,2489,,750000
,301,,,500.0,,2.85,1500,,2489,,750000
0.29700255393981934,301,-4.670209884643555,37834,500.0,0.00075,2.85,1504,0.0007615481154061854,2522,-14.687238693237305,760000
,301,,,500.0,,2.85,1508,,2522,,760000
,301,,,500.0,,2.85,1512,,2522,,760000
,301,,,500.0,,2.85,1516,,2522,,760000
,301,,,500.0,,2.85,1520,,2522,,760000
0.0019578994251787663,301,-4.542272567749023,38334,500.0,0.00075,2.85,1524,0.0006846439791843295,2555,-17.7573184967041,770000
,301,,,500.0,,2.85,1528,,2555,,770000
,301,,,500.0,,2.85,1532,,2555,,770000
,301,,,500.0,,2.85,1536,,2555,,770000
,301,,,500.0,,2.85,1540,,2555,,770000
0.00472862645983696,301,-4.514669418334961,38834,500.0,0.00075,0.0,1544,0.0006741720135323703,2588,2.225346565246582,780000
,301,,,500.0,,0.0,1548,,2588,,780000
,301,,,500.0,,0.0,1552,,2588,,780000
,301,,,500.0,,0.0,1556,,2588,,780000
,301,,,500.0,,0.0,1560,,2588,,780000
0.0052470979280769825,301,-4.274230003356934,39334,500.0,0.00075,0.0,1564,0.0006539738387800753,2622,-2.7409563064575195,790000
,301,,,500.0,,0.0,1568,,2622,,790000
,301,,,500.0,,0.0,1572,,2622,,790000
,301,,,500.0,,0.0,1576,,2622,,790000
,301,,,500.0,,0.0,1580,,2622,,790000
0.002202818403020501,301,-4.371098518371582,39834,500.0,0.00075,0.0,1584,0.0006314048659987748,2656,-1.9575259685516357,800000
,301,,,500.0,,0.0,1588,,2656,,800000
,301,,,500.0,,0.0,1592,,2656,,800000
,301,,,500.0,,0.0,1596,,2656,,800000
,301,,,500.0,,0.0,1600,,2656,,800000
0.0017435400513932109,300,-4.154572486877441,40334,500.0,0.00075,0.0,1604,0.0006471627857536077,2691,2.1960506439208984,810000
,300,,,500.0,,0.0,1608,,2691,,810000
,300,,,500.0,,0.0,1612,,2691,,810000
,300,,,500.0,,0.0,1616,,2691,,810000
,300,,,500.0,,0.0,1620,,2691,,810000
0.0032794566359370947,301,-4.083963394165039,40834,500.0,0.00075,0.0,1624,0.0008747748797759414,2723,-19.880130767822266,820000
,301,,,500.0,,0.0,1628,,2723,,820000
,301,,,500.0,,0.0,1632,,2723,,820000
,301,,,500.0,,0.0,1636,,2723,,820000
,301,,,500.0,,0.0,1640,,2723,,820000
0.0022763481829315424,301,-3.940609931945801,41334,500.0,0.00075,0.0,1644,0.0007719979621469975,2757,-8.231705665588379,830000
,301,,,500.0,,0.0,1648,,2757,,830000
,301,,,500.0,,0.0,1652,,2757,,830000
,301,,,500.0,,0.0,1656,,2757,,830000
,301,,,500.0,,0.0,1660,,2757,,830000
0.0025894928257912397,301,-3.8973467350006104,41834,500.0,0.00075,0.0,1664,0.0007166073191910982,2789,-2.9450340270996094,840000
,301,,,500.0,,0.0,1668,,2789,,840000
,301,,,500.0,,0.0,1672,,2789,,840000
,301,,,500.0,,0.0,1676,,2789,,840000
,301,,,500.0,,0.0,1680,,2789,,840000
0.012780927121639252,301,-3.921264171600342,42334,500.0,0.00075,0.0,1684,0.0006981471087783575,2822,-12.64486312866211,850000
,301,,,500.0,,0.0,1688,,2822,,850000
,301,,,500.0,,0.0,1692,,2822,,850000
,301,,,500.0,,0.0,1696,,2822,,850000
,301,,,500.0,,0.0,1700,,2822,,850000
0.004455787129700184,301,-3.6561431884765625,42834,500.0,0.00075,0.0,1704,0.0006377425161190331,2856,-7.362833023071289,860000
,301,,,500.0,,0.0,1708,,2856,,860000
,301,,,500.0,,0.0,1712,,2856,,860000
,301,,,500.0,,0.0,1716,,2856,,860000
,301,,,500.0,,0.0,1720,,2856,,860000
0.006690344773232937,301,-3.6337287425994873,43334,500.0,0.00075,0.0,1724,0.000676143856253475,2889,-0.7941467761993408,870000
,301,,,500.0,,0.0,1728,,2889,,870000
