rollout/ep_len_mean,time/fps,time/time_elapsed,train/ent_coef_loss,train/learning_rate,time/total_timesteps,train/critic_loss,train/n_updates,rollout/ep_rew_mean,train/actor_loss,train/ent_coef,time/episodes
,1732,,,,,870000,,500.0,0.0,2798,310
,1736,,,,,870000,,500.0,0.0,2798,310
,1740,,,,,870000,,500.0,0.0,2798,310
-4.550917625427246,1744,0.00075,-3.035950183868408,0.0669175386428833,0.0004060216888319701,880000,43834,500.0,0.0,2830,310
,1748,,,,,880000,,500.0,0.0,2830,310
,1752,,,,,880000,,500.0,0.0,2830,310
,1756,,,,,880000,,500.0,0.0,2830,310
,1760,,,,,880000,,500.0,0.0,2830,310
-16.946788787841797,1764,0.00075,-2.936546802520752,0.061018042266368866,0.0004520971851889044,890000,44334,500.0,0.0,2863,310
,1768,,,,,890000,,500.0,0.0,2863,310
,1772,,,,,890000,,500.0,0.0,2863,310
,1776,,,,,890000,,500.0,0.0,2863,310
,1780,,,,,890000,,500.0,0.0,2863,310
-12.954364776611328,1784,0.00075,-3.118105411529541,0.013288240879774094,0.0003629490965977311,900000,44834,500.0,0.0,2893,311
,1788,,,,,900000,,500.0,0.0,2893,311
,1792,,,,,900000,,500.0,0.0,2893,311
,1796,,,,,900000,,500.0,0.0,2893,311
,1800,,,,,900000,,500.0,0.0,2893,311
-8.489206314086914,1804,0.00075,-2.853846549987793,0.052264876663684845,0.00042752380250021815,910000,45334,500.0,0.0,2926,310
,1808,,,,,910000,,500.0,0.0,2926,310
,1812,,,,,910000,,500.0,0.0,2926,310
,1816,,,,,910000,,500.0,0.0,2926,310
,1820,,,,,910000,,500.0,0.0,2926,310
-0.2875239849090576,1824,0.00075,-2.729430913925171,0.0027844514697790146,0.00046779096010141075,920000,45834,500.0,0.0,2958,311
,1828,,,,,920000,,500.0,0.0,2958,311
,1832,,,,,920000,,500.0,0.0,2958,311
,1836,,,,,920000,,500.0,0.0,2958,311
,1840,,,,,920000,,500.0,0.0,2958,311
1.5721354484558105,1844,0.00075,-2.691244602203369,0.06544188410043716,0.0004539339570328593,930000,46334,500.0,0.0,2989,311
,1848,,,,,930000,,500.0,0.0,2989,311
,1852,,,,,930000,,500.0,0.0,2989,311
,1856,,,,,930000,,500.0,0.0,2989,311
,1860,,,,,930000,,500.0,0.0,2989,311
-9.547464370727539,1864,0.00075,-2.613248586654663,0.0005685334326699376,0.0004417812451720238,940000,46834,500.0,1.3,3020,311
,1868,,,,,940000,,500.0,1.3,3020,311
,1872,,,,,940000,,500.0,1.3,3020,311
,1876,,,,,940000,,500.0,1.3,3020,311
,1880,,,,,940000,,500.0,1.3,3020,311
-7.485570907592773,1884,0.00075,-2.5053653717041016,0.06690222024917603,0.00044090161100029945,950000,47334,500.0,1.3,3051,311
,1888,,,,,950000,,500.0,1.3,3051,311
,1892,,,,,950000,,500.0,1.3,3051,311
,1896,,,,,950000,,500.0,1.3,3051,311
,1900,,,,,950000,,500.0,1.3,3051,311
71.91999053955078,1904,0.00075,-2.4440829753875732,0.003688476048409939,0.00047046749386936426,960000,47834,500.0,1.3,3083,311
,1908,,,,,960000,,500.0,1.3,3083,311
,1912,,,,,960000,,500.0,1.3,3083,311
,1916,,,,,960000,,500.0,1.3,3083,311
,1920,,,,,960000,,500.0,1.3,3083,311
-29.033187866210938,1924,0.00075,-2.4023208618164062,0.0006347539601847529,0.0005283376667648554,970000,48334,500.0,1.3,3117,311
,1928,,,,,970000,,500.0,1.3,3117,311
,1932,,,,,970000,,500.0,1.3,3117,311
,1936,,,,,970000,,500.0,1.3,3117,311
,1940,,,,,970000,,500.0,1.3,3117,311
-9.37266731262207,1944,0.00075,-2.4811363220214844,0.008494220674037933,0.0004883420187979937,980000,48834,500.0,1.3,3150,311
,1948,,,,,980000,,500.0,1.3,3150,311
,1952,,,,,980000,,500.0,1.3,3150,311
,1956,,,,,980000,,500.0,1.3,3150,311
,1960,,,,,980000,,500.0,1.3,3150,311
-14.202587127685547,1964,0.00075,-2.2852702140808105,0.0007015223382040858,0.0006064252811484039,990000,49334,500.0,0.0,3182,311
,1968,,,,,990000,,500.0,0.0,3182,311
,1972,,,,,990000,,500.0,0.0,3182,311
,1976,,,,,990000,,500.0,0.0,3182,311
,1980,,,,,990000,,500.0,0.0,3182,311
-6.863555908203125,1984,0.00075,-2.2679529190063477,0.0012035156833007932,0.0005475796642713249,1000000,49834,500.0,0.0,3214,311
,1988,,,,,1000000,,500.0,0.0,3214,311
,1992,,,,,1000000,,500.0,0.0,3214,311
,1996,,,,,1000000,,500.0,0.0,3214,311
,2000,,,,,1000000,,500.0,0.0,3214,311
,990000,,,0.0,,,1980
500.0,312,3195,-6.863555908203125,0.00075,1000000,0.0012035156833007932,49834,0.0,-2.2679529190063477,0.0005475796642713249,1984
500.0,312,3195,,,1000000,,,0.0,,,1988
500.0,312,3195,,,1000000,,,0.0,,,1992
500.0,312,3195,,,1000000,,,0.0,,,1996
500.0,312,3195,,,1000000,,,0.0,,,2000
