train/n_updates,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss,train/learning_rate,time/total_timesteps,train/ent_coef_loss,time/episodes,time/fps,rollout/ep_len_mean,train/critic_loss,train/ent_coef
,0.0,2851,,,870000,,1732,305,500.0,,
,0.0,2851,,,870000,,1736,305,500.0,,
,0.0,2851,,,870000,,1740,305,500.0,,
43834,0.0,2884,-3.3140437602996826,0.00075,880000,-11.294408798217773,1744,305,500.0,0.07567884027957916,0.00041507583227939904
,0.0,2884,,,880000,,1748,305,500.0,,
,0.0,2884,,,880000,,1752,305,500.0,,
,0.0,2884,,,880000,,1756,305,500.0,,
,0.0,2884,,,880000,,1760,305,500.0,,
44334,0.0,2918,-3.3019633293151855,0.00075,890000,-7.975882530212402,1764,304,500.0,0.0012921917950734496,0.000395775685319677
,0.0,2918,,,890000,,1768,304,500.0,,
,0.0,2918,,,890000,,1772,304,500.0,,
,0.0,2918,,,890000,,1776,304,500.0,,
,0.0,2918,,,890000,,1780,304,500.0,,
44834,0.0,2951,-3.2402455806732178,0.00075,900000,-2.207883358001709,1784,304,500.0,0.0012555774301290512,0.0003653661988209933
,0.0,2951,,,900000,,1788,304,500.0,,
,0.0,2951,,,900000,,1792,304,500.0,,
,0.0,2951,,,900000,,1796,304,500.0,,
,0.0,2951,,,900000,,1800,304,500.0,,
45334,0.0,2984,-3.141561269760132,0.00075,910000,13.109891891479492,1804,304,500.0,0.0011433332692831755,0.00040055441786535084
,0.0,2984,,,910000,,1808,304,500.0,,
,0.0,2984,,,910000,,1812,304,500.0,,
,0.0,2984,,,910000,,1816,304,500.0,,
,0.0,2984,,,910000,,1820,304,500.0,,
45834,0.0,3016,-3.08998966217041,0.00075,920000,3.0529050827026367,1824,304,500.0,0.07886791974306107,0.0003989275428466499
,0.0,3016,,,920000,,1828,304,500.0,,
,0.0,3016,,,920000,,1832,304,500.0,,
,0.0,3016,,,920000,,1836,304,500.0,,
,0.0,3016,,,920000,,1840,304,500.0,,
46334,0.0,3049,-2.952503204345703,0.00075,930000,-7.09049654006958,1844,304,500.0,0.0015342889819294214,0.00045924537698738277
,0.0,3049,,,930000,,1848,304,500.0,,
,0.0,3049,,,930000,,1852,304,500.0,,
,0.0,3049,,,930000,,1856,304,500.0,,
,0.0,3049,,,930000,,1860,304,500.0,,
46834,0.0,3082,-2.906693458557129,0.00075,940000,-0.7028274536132812,1864,304,500.0,0.0005026708822697401,0.00041220069397240877
,0.0,3082,,,940000,,1868,304,500.0,,
,0.0,3082,,,940000,,1872,304,500.0,,
,0.0,3082,,,940000,,1876,304,500.0,,
,0.0,3082,,,940000,,1880,304,500.0,,
47334,0.0,3114,-2.8409862518310547,0.00075,950000,-18.644451141357422,1884,304,500.0,0.06177900731563568,0.00038792495615780354
,0.0,3114,,,950000,,1888,304,500.0,,
,0.0,3114,,,950000,,1892,304,500.0,,
,0.0,3114,,,950000,,1896,304,500.0,,
,0.0,3114,,,950000,,1900,304,500.0,,
47834,2.51,3148,-2.818474769592285,0.00075,960000,-4.046765327453613,1904,304,500.0,0.39188921451568604,0.0003445524489507079
,2.51,3148,,,960000,,1908,304,500.0,,
,2.51,3148,,,960000,,1912,304,500.0,,
,2.51,3148,,,960000,,1916,304,500.0,,
,2.51,3148,,,960000,,1920,304,500.0,,
48334,2.51,3182,-2.726555347442627,0.00075,970000,17.15009307861328,1924,304,500.0,0.0008645608322694898,0.00038914920878596604
,2.51,3182,,,970000,,1928,304,500.0,,
,2.51,3182,,,970000,,1932,304,500.0,,
,2.51,3182,,,970000,,1936,304,500.0,,
,2.51,3182,,,970000,,1940,304,500.0,,
48834,2.51,3214,-2.692838668823242,0.00075,980000,-19.259944915771484,1944,304,500.0,0.000650986039545387,0.0004330202064011246
,2.51,3214,,,980000,,1948,304,500.0,,
,2.51,3214,,,980000,,1952,304,500.0,,
,2.51,3214,,,980000,,1956,304,500.0,,
,2.51,3214,,,980000,,1960,304,500.0,,
49334,2.51,3247,-2.6160061359405518,0.00075,990000,2.0269711017608643,1964,304,500.0,0.000934342504478991,0.00038342337938956916
,2.51,3247,,,990000,,1968,304,500.0,,
,2.51,3247,,,990000,,1972,304,500.0,,
,2.51,3247,,,990000,,1976,304,500.0,,
,2.51,3247,,,990000,,1980,304,500.0,,
49834,2.51,3280,-2.482257127761841,0.00075,1000000,0.642593264579773,1984,304,500.0,0.0008843259420245886,0.0003785393782891333
,2.51,3281,,,1000000,,1988,304,500.0,,
,2.51,3281,,,1000000,,1992,304,500.0,,
,2.51,3281,,,1000000,,1996,304,500.0,,
,2.51,3281,,,1000000,,2000,304,500.0,,
