time/episodes,train/actor_loss,time/total_timesteps,rollout/ep_rew_mean,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/n_updates,time/fps,time/time_elapsed,rollout/ep_len_mean,train/critic_loss
284,-18.621234893798828,150000,0.27,0.006050620228052139,-22.348262786865234,0.00075,7334,390,384,500.0,0.033436864614486694
288,,150000,0.27,,,,,390,384,500.0,
292,,150000,0.27,,,,,390,384,500.0,
296,,150000,0.27,,,,,390,384,500.0,
300,,150000,0.27,,,,,390,384,500.0,
304,-17.666654586791992,160000,0.72,0.005041226744651794,-12.495613098144531,0.00075,7834,390,409,500.0,2.4676413536071777
308,,160000,0.72,,,,,390,409,500.0,
312,,160000,0.72,,,,,390,409,500.0,
316,,160000,0.72,,,,,390,409,500.0,
320,,160000,0.72,,,,,390,409,500.0,
324,-16.768360137939453,170000,1.06,0.004352441057562828,0.24016404151916504,0.00075,8334,390,435,500.0,2.49403977394104
328,,170000,1.06,,,,,390,435,500.0,
332,,170000,1.06,,,,,390,435,500.0,
336,,170000,1.06,,,,,390,435,500.0,
340,,170000,1.06,,,,,390,435,500.0,
344,-17.39864730834961,180000,1.06,0.0038895311299711466,-14.427322387695312,0.00075,8834,389,461,500.0,0.04039924591779709
348,,180000,1.06,,,,,389,461,500.0,
352,,180000,1.06,,,,,389,461,500.0,
356,,180000,1.06,,,,,389,461,500.0,
360,,180000,1.06,,,,,389,461,500.0,
364,-16.85158920288086,190000,1.99,0.0033900775015354156,-6.189558029174805,0.00075,9334,389,487,500.0,0.07659627497196198
368,,190000,1.99,,,,,389,487,500.0,
372,,190000,1.99,,,,,389,487,500.0,
376,,190000,1.99,,,,,389,487,500.0,
380,,190000,1.99,,,,,389,487,500.0,
384,-16.738487243652344,200000,1.88,0.0030741654336452484,3.848935842514038,0.00075,9834,389,513,500.0,0.087743379175663
388,,200000,1.88,,,,,389,513,500.0,
392,,200000,1.88,,,,,389,513,500.0,
396,,200000,1.88,,,,,389,513,500.0,
400,,200000,1.88,,,,,389,513,500.0,
404,-15.844695091247559,210000,1.27,0.0029415199533104897,-0.5099015235900879,0.00075,10334,388,539,500.0,0.038373660296201706
408,,210000,1.27,,,,,388,539,500.0,
412,,210000,1.27,,,,,388,539,500.0,
416,,210000,1.27,,,,,388,540,500.0,
420,,210000,1.27,,,,,388,540,500.0,
424,-15.890748023986816,220000,0.93,0.0029566073790192604,-22.260406494140625,0.00075,10834,388,565,500.0,0.03354327380657196
428,,220000,0.93,,,,,388,565,500.0,
432,,220000,0.93,,,,,388,565,500.0,
436,,220000,0.93,,,,,388,566,500.0,
440,,220000,0.93,,,,,388,566,500.0,
444,-15.676471710205078,230000,0.93,0.0025996998883783817,1.554370641708374,0.00075,11334,388,592,500.0,0.11190257966518402
448,,230000,0.93,,,,,388,592,500.0,
452,,230000,0.93,,,,,388,592,500.0,
456,,230000,0.93,,,,,388,592,500.0,
460,,230000,0.93,,,,,388,592,500.0,
464,-15.48570442199707,240000,0.0,0.0027343807741999626,-8.33808708190918,0.00075,11834,388,618,500.0,0.9209407567977905
468,,240000,0.0,,,,,388,618,500.0,
472,,240000,0.0,,,,,388,618,500.0,
476,,240000,0.0,,,,,388,618,500.0,
480,,240000,0.0,,,,,388,618,500.0,
484,-14.879120826721191,250000,0.0,0.002670793328434229,7.6203484535217285,0.00075,12334,387,645,500.0,0.01674671843647957
488,,250000,0.0,,,,,387,645,500.0,
492,,250000,0.0,,,,,387,645,500.0,
496,,250000,0.0,,,,,387,645,500.0,
500,,250000,0.0,,,,,387,645,500.0,
504,-14.709175109863281,260000,0.0,0.0029068568255752325,-14.709612846374512,0.00075,12834,387,671,500.0,1.7747268676757812
508,,260000,0.0,,,,,387,671,500.0,
512,,260000,0.0,,,,,387,671,500.0,
516,,260000,0.0,,,,,387,671,500.0,
520,,260000,0.0,,,,,387,671,500.0,
524,-14.223482131958008,270000,1.24,0.002712473040446639,-0.20321893692016602,0.00075,13334,386,698,500.0,0.02576032094657421
528,,270000,1.24,,,,,386,698,500.0,
532,,270000,1.24,,,,,386,698,500.0,
536,,270000,1.24,,,,,386,698,500.0,
540,,270000,1.24,,,,,386,698,500.0,
544,-14.026121139526367,280000,9.89,0.002404635539278388,-11.634414672851562,0.00075,13834,386,724,500.0,0.030282076448202133
548,,280000,9.89,,,,,386,724,500.0,
552,,280000,9.89,,,,,386,724,500.0,
556,,280000,9.89,,,,,386,724,500.0,
560,,280000,9.89,,,,,386,724,500.0,
564,-13.832511901855469,290000,10.15,0.0025065743830055,3.6086807250976562,0.00075,14334,385,751,500.0,1.3994084596633911
568,,290000,10.15,,,,,385,751,500.0,
572,,290000,10.15,,,,,385,751,500.0,
576,,290000,10.15,,,,,385,751,500.0,
580,,290000,10.15,,,,,385,751,500.0,
584,-13.431453704833984,300000,10.15,0.0023571825586259365,8.20592212677002,0.00075,14834,385,777,500.0,0.015525305643677711
588,,300000,10.15,,,,,385,777,500.0,
592,,300000,10.15,,,,,385,777,500.0,
596,,300000,10.15,,,,,385,777,500.0,
600,,300000,10.15,,,,,385,777,500.0,
604,-13.607236862182617,310000,10.78,0.0023021381348371506,1.1799393892288208,0.00075,15334,386,802,500.0,0.009753023274242878
608,,310000,10.78,,,,,386,803,500.0,
612,,310000,10.78,,,,,386,803,500.0,
616,,310000,10.78,,,,,386,803,500.0,
620,,310000,10.78,,,,,386,803,500.0,
624,-13.03727912902832,320000,9.54,0.002490124898031354,-5.082241058349609,0.00075,15834,386,828,500.0,0.018252916634082794
628,,320000,9.54,,,,,386,828,500.0,
632,,320000,9.54,,,,,386,828,500.0,
636,,320000,9.54,,,,,386,828,500.0,
640,,320000,9.54,,,,,386,828,500.0,
644,-12.979401588439941,330000,0.89,0.002158337039873004,3.1778857707977295,0.00075,16334,386,854,500.0,0.01637161895632744
648,,330000,0.89,,,,,386,854,500.0,
652,,330000,0.89,,,,,386,854,500.0,
656,,330000,0.89,,,,,386,854,500.0,
660,,330000,0.89,,,,,386,854,500.0,
664,-12.420206069946289,340000,0.63,0.0022207126021385193,4.616429328918457,0.00075,16834,386,880,500.0,0.0200992152094841
668,,340000,0.63,,,,,386,880,500.0,
672,,340000,0.63,,,,,386,880,500.0,
676,,340000,0.63,,,,,386,880,500.0,
680,,340000,0.63,,,,,386,880,500.0,
684,-12.165705680847168,350000,0.63,0.002421634504571557,-3.8686017990112305,0.00075,17334,385,906,500.0,0.008443601429462433
688,,350000,0.63,,,,,385,906,500.0,
692,,350000,0.63,,,,,385,906,500.0,
696,,350000,0.63,,,,,385,906,500.0,
700,,350000,0.63,,,,,385,906,500.0,
704,-12.075662612915039,360000,0.0,0.002106963424012065,8.026517868041992,0.00075,17834,386,932,500.0,0.012002159841358662
708,,360000,0.0,,,,,386,932,500.0,
712,,360000,0.0,,,,,386,932,500.0,
716,,360000,0.0,,,,,386,932,500.0,
720,,360000,0.0,,,,,386,932,500.0,
724,-12.030595779418945,370000,0.0,0.002106755506247282,1.1233184337615967,0.00075,18334,386,957,500.0,0.03838502615690231
728,,370000,0.0,,,,,386,957,500.0,
732,,370000,0.0,,,,,386,958,500.0,
736,,370000,0.0,,,,,386,958,500.0,
740,,370000,0.0,,,,,386,958,500.0,
744,-11.516219139099121,380000,3.1,0.0021196918096393347,-13.966283798217773,0.00075,18834,385,984,500.0,0.021366912871599197
748,,380000,3.1,,,,,385,984,500.0,
752,,380000,3.1,,,,,385,984,500.0,
756,,380000,3.1,,,,,385,984,500.0,
760,,380000,3.1,,,,,385,984,500.0,
764,-11.270115852355957,390000,3.1,0.002035519341006875,-5.347282409667969,0.00075,19334,385,1011,500.0,0.6363256573677063
768,,390000,3.1,,,,,385,1011,500.0,
772,,390000,3.1,,,,,385,1011,500.0,
776,,390000,3.1,,,,,385,1011,500.0,
780,,390000,3.1,,,,,385,1011,500.0,
784,-11.006747245788574,400000,3.1,0.001980043249204755,-4.539266586303711,0.00075,19834,385,1037,500.0,0.02119697444140911
788,,400000,3.1,,,,,385,1037,500.0,
792,,400000,3.1,,,,,385,1037,500.0,
796,,400000,3.1,,,,,385,1037,500.0,
800,,400000,3.1,,,,,385,1037,500.0,
804,-10.762312889099121,410000,3.1,0.0017617017729207873,7.402528762817383,0.00075,20334,385,1064,500.0,0.01938619464635849
808,,410000,3.1,,,,,385,1064,500.0,
812,,410000,3.1,,,,,385,1064,500.0,
816,,410000,3.1,,,,,385,1064,500.0,
820,,410000,3.1,,,,,385,1064,500.0,
824,-10.51736068725586,420000,6.83,0.001755737466737628,-1.728193998336792,0.00075,20834,384,1092,500.0,0.012586069293320179
828,,420000,6.83,,,,,384,1092,500.0,
832,,420000,6.83,,,,,384,1092,500.0,
836,,420000,6.83,,,,,384,1092,500.0,
840,,420000,6.83,,,,,384,1092,500.0,
844,-10.599556922912598,430000,4.68,0.001717736478894949,-3.6347360610961914,0.00075,21334,384,1118,500.0,0.009102346375584602
848,,430000,4.68,,,,,384,1118,500.0,
852,,430000,4.68,,,,,384,1118,500.0,
856,,430000,4.68,,,,,384,1118,500.0,
860,,430000,4.68,,,,,384,1118,500.0,
864,-10.377386093139648,440000,4.68,0.001627202145755291,-6.87767219543457,0.00075,21834,384,1144,500.0,0.007700791582465172
868,,440000,4.68,,,,,384,1144,500.0,
872,,440000,4.68,,,,,384,1144,500.0,
876,,440000,4.68,,,,,384,1144,500.0,
880,,440000,4.68,,,,,384,1144,500.0,
884,-10.186288833618164,450000,4.68,0.0016107389237731695,13.077689170837402,0.00075,22334,384,1170,500.0,0.009159056469798088
888,,450000,4.68,,,,,384,1170,500.0,
892,,450000,4.68,,,,,384,1170,500.0,
896,,450000,4.68,,,,,384,1170,500.0,
900,,450000,4.68,,,,,384,1170,500.0,
904,-9.918676376342773,460000,4.68,0.001551374327391386,-5.617153644561768,0.00075,22834,384,1196,500.0,0.014218669384717941
908,,460000,4.68,,,,,384,1196,500.0,
912,,460000,4.68,,,,,384,1196,500.0,
916,,460000,4.68,,,,,384,1196,500.0,
920,,460000,4.68,,,,,384,1196,500.0,
924,-9.929938316345215,470000,0.95,0.0014808683190494776,-4.840634822845459,0.00075,23334,384,1221,500.0,0.007941832765936852
928,,470000,0.95,,,,,384,1221,500.0,
932,,470000,0.95,,,,,384,1221,500.0,
936,,470000,0.95,,,,,384,1221,500.0,
940,,470000,0.95,,,,,384,1221,500.0,
944,-9.412327766418457,480000,3.94,0.0015541486209258437,2.9109838008880615,0.00075,23834,384,1247,500.0,0.014757094904780388
948,,480000,3.94,,,,,384,1247,500.0,
952,,480000,3.94,,,,,384,1247,500.0,
956,,480000,3.94,,,,,384,1247,500.0,
960,,480000,3.94,,,,,384,1247,500.0,
964,-9.389837265014648,490000,3.94,0.0015548068331554532,8.493348121643066,0.00075,24334,384,1274,500.0,0.5897191762924194
968,,490000,3.94,,,,,384,1274,500.0,
972,,490000,3.94,,,,,384,1274,500.0,
976,,490000,3.94,,,,,384,1274,500.0,
980,,490000,3.94,,,,,384,1274,500.0,
984,-9.093558311462402,500000,10.03,0.0015512107638642192,-12.84063720703125,0.00075,24834,384,1300,500.0,0.5468891859054565
988,,500000,10.03,,,,,384,1300,500.0,
992,,500000,10.03,,,,,384,1300,500.0,
996,,500000,10.03,,,,,384,1300,500.0,
1000,,500000,10.03,,,,,384,1300,500.0,
1004,-8.974910736083984,510000,10.03,0.0015327008441090584,0.866462230682373,0.00075,25334,384,1326,500.0,0.03352966904640198
1008,,510000,10.03,,,,,384,1326,500.0,
1012,,510000,10.03,,,,,384,1326,500.0,
1016,,510000,10.03,,,,,384,1326,500.0,
1020,,510000,10.03,,,,,384,1326,500.0,
1024,-8.777286529541016,520000,10.03,0.0015930121298879385,5.31773567199707,0.00075,25834,384,1352,500.0,0.5669799447059631
1028,,520000,10.03,,,,,384,1352,500.0,
1032,,520000,10.03,,,,,384,1352,500.0,
1036,,520000,10.03,,,,,384,1352,500.0,
1040,,520000,10.03,,,,,384,1352,500.0,
1044,-8.455558776855469,530000,6.1,0.001443806104362011,-5.680344581604004,0.00075,26334,384,1378,500.0,0.813208818435669
1048,,530000,6.1,,,,,384,1378,500.0,
1052,,530000,6.1,,,,,384,1378,500.0,
1056,,530000,6.1,,,,,384,1378,500.0,
1060,,530000,6.1,,,,,384,1378,500.0,
1064,-8.489984512329102,540000,6.1,0.0017185417236760259,-9.346503257751465,0.00075,26834,384,1404,500.0,0.006247987970709801
1068,,540000,6.1,,,,,384,1404,500.0,
1072,,540000,6.1,,,,,384,1404,500.0,
1076,,540000,6.1,,,,,384,1404,500.0,
1080,,540000,6.1,,,,,384,1404,500.0,
1084,-8.553674697875977,550000,11.52,0.0015982711920514703,12.450312614440918,0.00075,27334,384,1430,500.0,0.02193882316350937
1088,,550000,11.52,,,,,384,1430,500.0,
1092,,550000,11.52,,,,,384,1430,500.0,
1096,,550000,11.52,,,,,384,1430,500.0,
1100,,550000,11.52,,,,,384,1430,500.0,
1104,-8.195240020751953,560000,11.52,0.0017712721601128578,9.306093215942383,0.00075,27834,384,1456,500.0,0.008051964454352856
1108,,560000,11.52,,,,,384,1456,500.0,
1112,,560000,11.52,,,,,384,1456,500.0,
1116,,560000,11.52,,,,,384,1456,500.0,
1120,,560000,11.52,,,,,384,1456,500.0,
1124,-8.180183410644531,570000,17.28,0.0015490775695070624,0.7009315490722656,0.00075,28334,384,1482,500.0,0.028482530266046524
1128,,570000,17.28,,,,,384,1482,500.0,
1132,,570000,17.28,,,,,384,1482,500.0,
1136,,570000,17.28,,,,,384,1482,500.0,
1140,,570000,17.28,,,,,384,1482,500.0,
1144,-8.00106430053711,580000,17.27,0.001620088005438447,14.14229965209961,0.00075,28834,384,1508,500.0,0.019360661506652832
1148,,580000,17.27,,,,,384,1508,500.0,
1152,,580000,17.27,,,,,384,1508,500.0,
1156,,580000,17.27,,,,,384,1508,500.0,
1160,,580000,17.27,,,,,384,1508,500.0,
1164,-7.726981163024902,590000,21.75,0.0015238836640492082,4.030967712402344,0.00075,29334,384,1535,500.0,0.012739744037389755
1168,,590000,21.75,,,,,384,1535,500.0,
1172,,590000,21.75,,,,,384,1535,500.0,
1176,,590000,21.75,,,,,384,1535,500.0,
1180,,590000,21.75,,,,,384,1535,500.0,
1184,-7.781039237976074,600000,10.24,0.0013918278273195028,-4.247291564941406,0.00075,29834,384,1561,500.0,0.012649927288293839
1188,,600000,10.24,,,,,384,1561,500.0,
1192,,600000,10.24,,,,,384,1561,500.0,
1196,,600000,10.24,,,,,384,1561,500.0,
1200,,600000,10.24,,,,,384,1561,500.0,
1204,-7.646111488342285,610000,10.24,0.0014216802082955837,-0.35089123249053955,0.00075,30334,384,1587,500.0,0.03648597002029419
1208,,610000,10.24,,,,,384,1587,500.0,
1212,,610000,10.24,,,,,384,1587,500.0,
1216,,610000,10.24,,,,,384,1587,500.0,
1220,,610000,10.24,,,,,384,1587,500.0,
1224,-7.633400917053223,620000,8.36,0.0014245561324059963,4.97455358505249,0.00075,30834,384,1612,500.0,0.01439305767416954
1228,,620000,8.36,,,,,384,1612,500.0,
1232,,620000,8.36,,,,,384,1612,500.0,
1236,,620000,8.36,,,,,384,1612,500.0,
1240,,620000,8.36,,,,,384,1612,500.0,
1244,-7.465418815612793,630000,34.98,0.001729014446027577,1.8897175788879395,0.00075,31334,384,1639,500.0,0.5304223299026489
1248,,630000,34.98,,,,,384,1639,500.0,
1252,,630000,34.98,,,,,384,1639,500.0,
1256,,630000,34.98,,,,,384,1639,500.0,
1260,,630000,34.98,,,,,384,1639,500.0,
1264,-7.357668876647949,640000,30.5,0.0018987940857186913,0.6244009733200073,0.00075,31834,383,1666,500.0,0.6248891353607178
1268,,640000,30.5,,,,,383,1666,500.0,
1272,,640000,30.5,,,,,383,1666,500.0,
1276,,640000,30.5,,,,,383,1666,500.0,
1280,,640000,30.5,,,,,383,1666,500.0,
1284,-7.346737384796143,650000,31.67,0.0019229409517720342,-0.989234447479248,0.00075,32334,383,1693,500.0,0.016484949737787247
1288,,650000,31.67,,,,,383,1693,500.0,
1292,,650000,31.67,,,,,383,1693,500.0,
1296,,650000,31.67,,,,,383,1693,500.0,
1300,,650000,31.67,,,,,383,1693,500.0,
1304,-7.265007019042969,660000,31.67,0.001918457797728479,1.1684484481811523,0.00075,32834,384,1718,500.0,0.03224528953433037
1308,,660000,31.67,,,,,384,1718,500.0,
1312,,660000,31.67,,,,,384,1718,500.0,
1316,,660000,31.67,,,,,384,1718,500.0,
1320,,660000,31.67,,,,,384,1718,500.0,
1324,-7.246292591094971,670000,31.44,0.0019724282901734114,2.524623155593872,0.00075,33334,383,1745,500.0,0.0443580225110054
1328,,670000,31.44,,,,,383,1745,500.0,
1332,,670000,31.44,,,,,383,1745,500.0,
1336,,670000,31.44,,,,,383,1745,500.0,
1340,,670000,31.44,,,,,383,1745,500.0,
1344,-7.096477031707764,680000,4.82,0.0018426530295982957,-10.536478042602539,0.00075,33834,383,1772,500.0,0.020540684461593628
1348,,680000,4.82,,,,,383,1772,500.0,
1352,,680000,4.82,,,,,383,1772,500.0,
1356,,680000,4.82,,,,,383,1772,500.0,
1360,,680000,4.82,,,,,383,1772,500.0,
1364,-6.897817611694336,690000,4.82,0.001980866538360715,-1.0847227573394775,0.00075,34334,383,1797,500.0,0.013374149799346924
1368,,690000,4.82,,,,,383,1797,500.0,
1372,,690000,4.82,,,,,383,1797,500.0,
1376,,690000,4.82,,,,,383,1797,500.0,
1380,,690000,4.82,,,,,383,1797,500.0,
1384,-6.892929553985596,700000,41.42,0.0018611840205267072,18.910762786865234,0.00075,34834,383,1823,500.0,0.03868661820888519
1388,,700000,41.42,,,,,383,1823,500.0,
1392,,700000,41.42,,,,,383,1823,500.0,
1396,,700000,41.42,,,,,383,1823,500.0,
1400,,700000,41.42,,,,,383,1823,500.0,
1404,-6.914356708526611,710000,45.97,0.0019211170729249716,2.8706393241882324,0.00075,35334,384,1848,500.0,0.0330524817109108
1408,,710000,45.97,,,,,384,1848,500.0,
1412,,710000,45.97,,,,,384,1848,500.0,
1416,,710000,45.97,,,,,384,1848,500.0,
1420,,710000,45.97,,,,,384,1848,500.0,
1424,-7.602693557739258,720000,50.95,0.0022132121957838535,6.48491907119751,0.00075,35834,384,1873,500.0,0.03838024288415909
1428,,720000,50.95,,,,,384,1873,500.0,
1432,,720000,50.95,,,,,384,1873,500.0,
1436,,720000,50.95,,,,,384,1873,500.0,
1440,,720000,50.95,,,,,384,1873,500.0,
1444,-6.78599739074707,730000,55.0,0.0023628058843314648,-1.2325432300567627,0.00075,36334,384,1899,500.0,0.036298949271440506
1448,,730000,55.0,,,,,384,1899,500.0,
1452,,730000,55.0,,,,,384,1899,500.0,
1456,,730000,55.0,,,,,384,1899,500.0,
1460,,730000,55.0,,,,,384,1899,500.0,
1464,-7.3129143714904785,740000,59.56,0.0023918335791677237,-0.2714536190032959,0.00075,36834,384,1926,500.0,0.03453737124800682
1468,,740000,59.56,,,,,384,1926,500.0,
1472,,740000,59.56,,,,,384,1926,500.0,
1476,,740000,59.56,,,,,384,1926,500.0,
1480,,740000,59.56,,,,,384,1926,500.0,
1484,-7.112810134887695,750000,71.06,0.0025454098358750343,-0.51861172914505,0.00075,37334,384,1952,500.0,0.05577295273542404
1488,,750000,71.06,,,,,384,1952,500.0,
1492,,750000,71.06,,,,,384,1952,500.0,
1496,,750000,71.06,,,,,384,1952,500.0,
1500,,750000,71.06,,,,,384,1952,500.0,
1504,-7.65290641784668,760000,66.51,0.0025616406928747892,19.756193161010742,0.00075,37834,384,1977,500.0,0.07670070230960846
1508,,760000,66.51,,,,,384,1977,500.0,
1512,,760000,66.51,,,,,384,1977,500.0,
1516,,760000,66.51,,,,,384,1977,500.0,
1520,,760000,66.51,,,,,384,1977,500.0,
1524,-7.026508331298828,770000,57.88,0.002505054697394371,1.027669906616211,0.00075,38334,384,2002,500.0,0.2895265817642212
1528,,770000,57.88,,,,,384,2002,500.0,
1532,,770000,57.88,,,,,384,2002,500.0,
1536,,770000,57.88,,,,,384,2002,500.0,
1540,,770000,57.88,,,,,384,2002,500.0,
1544,-6.963513374328613,780000,53.83,0.002861088840290904,11.840819358825684,0.00075,38834,384,2029,500.0,0.11183638870716095
1548,,780000,53.83,,,,,384,2029,500.0,
1552,,780000,53.83,,,,,384,2029,500.0,
1556,,780000,53.83,,,,,384,2029,500.0,
1560,,780000,53.83,,,,,384,2029,500.0,
1564,-7.701855659484863,790000,51.5,0.0029655536636710167,6.375374794006348,0.00075,39334,384,2056,500.0,0.042262230068445206
1568,,790000,51.5,,,,,384,2056,500.0,
1572,,790000,51.5,,,,,384,2056,500.0,
1576,,790000,51.5,,,,,384,2056,500.0,
1580,,790000,51.5,,,,,384,2056,500.0,
1584,-7.8641676902771,800000,43.95,0.0029961883556097746,-3.5753116607666016,0.00075,39834,383,2083,500.0,0.039242085069417953
1588,,800000,43.95,,,,,383,2083,500.0,
1592,,800000,43.95,,,,,383,2083,500.0,
1596,,800000,43.95,,,,,383,2083,500.0,
1600,,800000,43.95,,,,,383,2083,500.0,
1604,-8.07834529876709,810000,57.54,0.0030443789437413216,7.339609622955322,0.00075,40334,383,2110,500.0,0.3056841492652893
1608,,810000,57.54,,,,,383,2110,500.0,
1612,,810000,57.54,,,,,383,2110,500.0,
1616,,810000,57.54,,,,,383,2110,500.0,
1620,,810000,57.54,,,,,383,2110,500.0,
1624,-7.303635597229004,820000,80.72,0.0029939189553260803,-7.4833083152771,0.00075,40834,383,2136,500.0,0.05341554060578346
1628,,820000,80.72,,,,,383,2136,500.0,
1632,,820000,80.72,,,,,383,2136,500.0,
1636,,820000,80.72,,,,,383,2136,500.0,
1640,,820000,80.72,,,,,383,2136,500.0,
1644,-8.740934371948242,830000,107.76,0.002960225800052285,1.1034002304077148,0.00075,41334,383,2162,500.0,1.074366807937622
1648,,830000,107.76,,,,,383,2162,500.0,
1652,,830000,107.76,,,,,383,2162,500.0,
1656,,830000,107.76,,,,,383,2162,500.0,
1660,,830000,107.76,,,,,383,2162,500.0,
1664,-7.802434921264648,840000,125.5,0.0030044519808143377,2.39617657661438,0.00075,41834,383,2188,500.0,0.10308786481618881
1668,,840000,125.5,,,,,383,2188,500.0,
1672,,840000,125.5,,,,,383,2188,500.0,
1676,,840000,125.5,,,,,383,2188,500.0,
1680,,840000,125.5,,,,,383,2188,500.0,
1684,-8.12179946899414,850000,83.84,0.003198364283889532,1.797713041305542,0.00075,42334,383,2214,500.0,0.11999141424894333
1688,,850000,83.84,,,,,383,2214,500.0,
1692,,850000,83.84,,,,,383,2214,500.0,
1696,,850000,83.84,,,,,383,2214,500.0,
1700,,850000,83.84,,,,,383,2214,500.0,
1704,-8.010286331176758,860000,75.95,0.0036800417583435774,-2.0618553161621094,0.00075,42834,383,2241,500.0,0.2783527374267578
1708,,860000,75.95,,,,,383,2241,500.0,
1712,,860000,75.95,,,,,383,2241,500.0,
1716,,860000,75.95,,,,,383,2241,500.0,
1720,,860000,75.95,,,,,383,2241,500.0,
1724,-8.692524909973145,870000,52.77,0.00424446864053607,-4.112241744995117,0.00075,43334,383,2267,500.0,0.1209242045879364
1728,,870000,52.77,,,,,383,2267,500.0,
1732,,870000,52.77,,,,,383,2267,500.0,
1736,,870000,52.77,,,,,383,2267,500.0,
1740,,870000,52.77,,,,,383,2267,500.0,
