rollout/ep_rew_mean,train/critic_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/ent_coef_loss,time/time_elapsed,time/fps,train/n_updates,train/actor_loss,train/ent_coef
1.05,,336,170000,500.0,,,428,396,,,
1.05,,340,170000,500.0,,,428,396,,,
1.05,0.04079478979110718,344,180000,500.0,0.00075,-27.01512336730957,454,395,8834,-17.916025161743164,0.0034176309127360582
1.05,,348,180000,500.0,,,454,395,,,
1.05,,352,180000,500.0,,,454,395,,,
1.05,,356,180000,500.0,,,455,395,,,
1.05,,360,180000,500.0,,,455,395,,,
1.05,0.07607407122850418,364,190000,500.0,0.00075,-7.7956132888793945,480,395,9334,-16.546175003051758,0.002924984786659479
1.05,,368,190000,500.0,,,480,395,,,
1.05,,372,190000,500.0,,,480,395,,,
1.05,,376,190000,500.0,,,480,395,,,
1.05,,380,190000,500.0,,,480,395,,,
0.0,0.026666902005672455,384,200000,500.0,0.00075,-5.264770030975342,506,394,9834,-16.74709129333496,0.0026178418193012476
0.0,,388,200000,500.0,,,506,394,,,
0.0,,392,200000,500.0,,,506,394,,,
0.0,,396,200000,500.0,,,506,394,,,
0.0,,400,200000,500.0,,,506,394,,,
3.79,0.035441987216472626,404,210000,500.0,0.00075,1.3893842697143555,532,394,10334,-15.600151062011719,0.0025156314950436354
3.79,,408,210000,500.0,,,532,394,,,
3.79,,412,210000,500.0,,,532,394,,,
3.79,,416,210000,500.0,,,532,394,,,
3.79,,420,210000,500.0,,,532,394,,,
6.62,0.02268265187740326,424,220000,500.0,0.00075,10.943614959716797,557,394,10834,-15.496591567993164,0.002502741990610957
6.62,,428,220000,500.0,,,557,394,,,
6.62,,432,220000,500.0,,,557,394,,,
6.62,,436,220000,500.0,,,557,394,,,
6.62,,440,220000,500.0,,,557,394,,,
6.62,0.052606724202632904,444,230000,500.0,0.00075,25.300779342651367,582,394,11334,-15.431598663330078,0.0024647596292197704
6.62,,448,230000,500.0,,,582,394,,,
6.62,,452,230000,500.0,,,582,394,,,
6.62,,456,230000,500.0,,,582,394,,,
6.62,,460,230000,500.0,,,582,394,,,
6.62,0.7748240232467651,464,240000,500.0,0.00075,2.927999496459961,607,394,11834,-15.091429710388184,0.0024212454445660114
6.62,,468,240000,500.0,,,608,394,,,
6.62,,472,240000,500.0,,,608,394,,,
6.62,,476,240000,500.0,,,608,394,,,
6.62,,480,240000,500.0,,,608,394,,,
6.62,0.02030537649989128,484,250000,500.0,0.00075,26.72786521911621,633,394,12334,-14.073686599731445,0.0024974097032099962
6.62,,488,250000,500.0,,,633,394,,,
6.62,,492,250000,500.0,,,633,394,,,
6.62,,496,250000,500.0,,,633,394,,,
6.62,,500,250000,500.0,,,633,394,,,
2.83,1.0207433700561523,504,260000,500.0,0.00075,3.839876174926758,658,395,12834,-13.967912673950195,0.0024593169800937176
2.83,,508,260000,500.0,,,658,395,,,
2.83,,512,260000,500.0,,,658,395,,,
2.83,,516,260000,500.0,,,658,395,,,
2.83,,520,260000,500.0,,,658,395,,,
0.7,0.016391608864068985,524,270000,500.0,0.00075,12.638814926147461,685,393,13334,-13.574131965637207,0.0023320356849581003
0.7,,528,270000,500.0,,,685,393,,,
0.7,,532,270000,500.0,,,685,393,,,
0.7,,536,270000,500.0,,,685,393,,,
0.7,,540,270000,500.0,,,685,393,,,
0.7,0.027177754789590836,544,280000,500.0,0.00075,2.630105972290039,712,393,13834,-13.84854507446289,0.0024346867576241493
0.7,,548,280000,500.0,,,712,393,,,
0.7,,552,280000,500.0,,,712,393,,,
0.7,,556,280000,500.0,,,712,393,,,
0.7,,560,280000,500.0,,,712,393,,,
0.7,0.9837160706520081,564,290000,500.0,0.00075,-0.9530277252197266,737,393,14334,-13.27110481262207,0.0025670600589364767
0.7,,568,290000,500.0,,,737,393,,,
0.7,,572,290000,500.0,,,737,393,,,
0.7,,576,290000,500.0,,,737,393,,,
0.7,,580,290000,500.0,,,737,393,,,
0.7,0.015368619002401829,584,300000,500.0,0.00075,3.7507855892181396,764,392,14834,-13.076107025146484,0.0024059810675680637
0.7,,588,300000,500.0,,,764,392,,,
0.7,,592,300000,500.0,,,764,392,,,
0.7,,596,300000,500.0,,,764,392,,,
0.7,,600,300000,500.0,,,764,392,,,
0.7,0.01328281220048666,604,310000,500.0,0.00075,16.503097534179688,790,392,15334,-12.834940910339355,0.0022901492193341255
0.7,,608,310000,500.0,,,790,392,,,
0.7,,612,310000,500.0,,,790,392,,,
0.7,,616,310000,500.0,,,790,392,,,
0.7,,620,310000,500.0,,,790,392,,,
0.0,0.013336364179849625,624,320000,500.0,0.00075,-13.303098678588867,814,392,15834,-12.199716567993164,0.002212816383689642
0.0,,628,320000,500.0,,,814,392,,,
0.0,,632,320000,500.0,,,814,392,,,
0.0,,636,320000,500.0,,,814,392,,,
0.0,,640,320000,500.0,,,814,392,,,
0.73,0.02602219767868519,644,330000,500.0,0.00075,14.419292449951172,839,393,16334,-12.266706466674805,0.002251820405945182
0.73,,648,330000,500.0,,,839,393,,,
0.73,,652,330000,500.0,,,839,393,,,
0.73,,656,330000,500.0,,,839,393,,,
0.73,,660,330000,500.0,,,839,393,,,
0.73,0.014019651338458061,664,340000,500.0,0.00075,8.656148910522461,865,393,16834,-11.765558242797852,0.0020347069948911667
0.73,,668,340000,500.0,,,865,393,,,
0.73,,672,340000,500.0,,,865,393,,,
0.73,,676,340000,500.0,,,865,393,,,
0.73,,680,340000,500.0,,,865,393,,,
0.73,0.015496939420700073,684,350000,500.0,0.00075,16.866195678710938,891,392,17334,-11.848501205444336,0.0021584327332675457
0.73,,688,350000,500.0,,,891,392,,,
0.73,,692,350000,500.0,,,891,392,,,
0.73,,696,350000,500.0,,,891,392,,,
0.73,,700,350000,500.0,,,891,392,,,
0.73,0.06531278789043427,704,360000,500.0,0.00075,4.4403228759765625,918,392,17834,-11.71313190460205,0.002236091298982501
0.73,,708,360000,500.0,,,918,392,,,
0.73,,712,360000,500.0,,,918,392,,,
0.73,,716,360000,500.0,,,918,392,,,
0.73,,720,360000,500.0,,,918,392,,,
1.59,0.037856630980968475,724,370000,500.0,0.00075,-5.31742000579834,944,391,18334,-11.39261245727539,0.002269377466291189
1.59,,728,370000,500.0,,,944,391,,,
1.59,,732,370000,500.0,,,944,391,,,
1.59,,736,370000,500.0,,,944,391,,,
1.59,,740,370000,500.0,,,944,391,,,
2.94,0.017230162397027016,744,380000,500.0,0.00075,-8.308724403381348,970,391,18834,-11.00369930267334,0.001998402178287506
2.94,,748,380000,500.0,,,970,391,,,
2.94,,752,380000,500.0,,,970,391,,,
2.94,,756,380000,500.0,,,970,391,,,
2.94,,760,380000,500.0,,,970,391,,,
4.4,0.4186323285102844,764,390000,500.0,0.00075,-0.6189656257629395,995,391,19334,-10.787862777709961,0.0019057977478951216
4.4,,768,390000,500.0,,,995,391,,,
4.4,,772,390000,500.0,,,995,391,,,
4.4,,776,390000,500.0,,,995,391,,,
4.4,,780,390000,500.0,,,995,391,,,
11.09,0.020436085760593414,784,400000,500.0,0.00075,-9.941819190979004,1021,391,19834,-10.692289352416992,0.002018184633925557
11.09,,788,400000,500.0,,,1021,391,,,
11.09,,792,400000,500.0,,,1021,391,,,
11.09,,796,400000,500.0,,,1021,391,,,
11.09,,800,400000,500.0,,,1021,391,,,
13.74,0.020707814022898674,804,410000,500.0,0.00075,11.29222297668457,1046,391,20334,-10.45052433013916,0.0019589592702686787
13.74,,808,410000,500.0,,,1046,391,,,
13.74,,812,410000,500.0,,,1046,391,,,
13.74,,816,410000,500.0,,,1046,391,,,
13.74,,820,410000,500.0,,,1046,391,,,
12.88,0.018157601356506348,824,420000,500.0,0.00075,4.913694381713867,1072,391,20834,-10.493002891540527,0.002078173914924264
12.88,,828,420000,500.0,,,1072,391,,,
12.88,,832,420000,500.0,,,1072,391,,,
12.88,,836,420000,500.0,,,1072,391,,,
12.88,,840,420000,500.0,,,1072,391,,,
10.8,0.025640131905674934,844,430000,500.0,0.00075,-7.376114845275879,1097,391,21334,-9.631692886352539,0.0022119577042758465
10.8,,848,430000,500.0,,,1097,391,,,
10.8,,852,430000,500.0,,,1097,391,,,
10.8,,856,430000,500.0,,,1097,391,,,
10.8,,860,430000,500.0,,,1097,391,,,
9.34,0.026693880558013916,864,440000,500.0,0.00075,9.516212463378906,1123,391,21834,-9.941400527954102,0.002571830991655588
9.34,,868,440000,500.0,,,1123,391,,,
9.34,,872,440000,500.0,,,1123,391,,,
9.34,,876,440000,500.0,,,1123,391,,,
9.34,,880,440000,500.0,,,1123,391,,,
2.65,0.02880670875310898,884,450000,500.0,0.00075,0.9609119892120361,1147,392,22334,-9.934659957885742,0.002356898272410035
2.65,,888,450000,500.0,,,1147,392,,,
2.65,,892,450000,500.0,,,1147,392,,,
2.65,,896,450000,500.0,,,1147,392,,,
2.65,,900,450000,500.0,,,1147,392,,,
0.0,0.023224882781505585,904,460000,500.0,0.00075,1.2685617208480835,1172,392,22834,-9.719245910644531,0.002148517407476902
0.0,,908,460000,500.0,,,1172,392,,,
0.0,,912,460000,500.0,,,1172,392,,,
0.0,,916,460000,500.0,,,1172,392,,,
0.0,,920,460000,500.0,,,1172,392,,,
0.63,0.01631009951233864,924,470000,500.0,0.00075,-6.2548041343688965,1197,392,23334,-8.951944351196289,0.0021896774414926767
0.63,,928,470000,500.0,,,1197,392,,,
0.63,,932,470000,500.0,,,1197,392,,,
0.63,,936,470000,500.0,,,1197,392,,,
0.63,,940,470000,500.0,,,1197,392,,,
1.41,0.01964632235467434,944,480000,500.0,0.00075,-7.0010528564453125,1223,392,23834,-8.750982284545898,0.0023760348558425903
1.41,,948,480000,500.0,,,1223,392,,,
1.41,,952,480000,500.0,,,1223,392,,,
1.41,,956,480000,500.0,,,1223,392,,,
1.41,,960,480000,500.0,,,1223,392,,,
1.41,0.524335503578186,964,490000,500.0,0.00075,1.107222557067871,1248,392,24334,-8.82463264465332,0.00242636539041996
1.41,,968,490000,500.0,,,1248,392,,,
1.41,,972,490000,500.0,,,1248,392,,,
1.41,,976,490000,500.0,,,1248,392,,,
1.41,,980,490000,500.0,,,1248,392,,,
1.41,0.6360244154930115,984,500000,500.0,0.00075,-11.082045555114746,1274,392,24834,-8.93260383605957,0.0022805931512266397
1.41,,988,500000,500.0,,,1274,392,,,
1.41,,992,500000,500.0,,,1274,392,,,
1.41,,996,500000,500.0,,,1274,392,,,
1.41,,1000,500000,500.0,,,1274,392,,,
3.13,0.04572775587439537,1004,510000,500.0,0.00075,14.229902267456055,1301,391,25334,-8.426925659179688,0.0020604869350790977
3.13,,1008,510000,500.0,,,1301,391,,,
3.13,,1012,510000,500.0,,,1301,391,,,
3.13,,1016,510000,500.0,,,1301,391,,,
3.13,,1020,510000,500.0,,,1301,391,,,
2.5,0.5059641599655151,1024,520000,500.0,0.00075,-7.682519912719727,1326,391,25834,-8.237138748168945,0.0022515561431646347
2.5,,1028,520000,500.0,,,1326,391,,,
2.5,,1032,520000,500.0,,,1326,391,,,
2.5,,1036,520000,500.0,,,1326,391,,,
2.5,,1040,520000,500.0,,,1326,391,,,
1.72,0.9568185210227966,1044,530000,500.0,0.00075,-10.81417179107666,1353,391,26334,-8.466931343078613,0.002233106642961502
1.72,,1048,530000,500.0,,,1353,391,,,
1.72,,1052,530000,500.0,,,1353,391,,,
1.72,,1056,530000,500.0,,,1353,391,,,
1.72,,1060,530000,500.0,,,1353,391,,,
6.5,0.016721297055482864,1064,540000,500.0,0.00075,-5.311269760131836,1379,391,26834,-7.929529666900635,0.0021808971650898457
6.5,,1068,540000,500.0,,,1379,391,,,
6.5,,1072,540000,500.0,,,1379,391,,,
6.5,,1076,540000,500.0,,,1379,391,,,
6.5,,1080,540000,500.0,,,1379,391,,,
15.44,0.02039043977856636,1084,550000,500.0,0.00075,9.449969291687012,1406,391,27334,-8.55224323272705,0.0023889942094683647
15.44,,1088,550000,500.0,,,1406,391,,,
15.44,,1092,550000,500.0,,,1406,391,,,
15.44,,1096,550000,500.0,,,1406,391,,,
15.44,,1100,550000,500.0,,,1406,391,,,
30.7,0.21086663007736206,1104,560000,500.0,0.00075,-1.7620477676391602,1434,390,27834,-7.886244773864746,0.002446830505505204
30.7,,1108,560000,500.0,,,1434,390,,,
30.7,,1112,560000,500.0,,,1434,390,,,
30.7,,1116,560000,500.0,,,1434,390,,,
30.7,,1120,560000,500.0,,,1434,390,,,
33.93,0.04658948630094528,1124,570000,500.0,0.00075,-6.110685348510742,1460,390,28334,-8.292747497558594,0.00234018312767148
33.93,,1128,570000,500.0,,,1460,390,,,
33.93,,1132,570000,500.0,,,1460,390,,,
33.93,,1136,570000,500.0,,,1460,390,,,
33.93,,1140,570000,500.0,,,1460,390,,,
41.59,0.030663181096315384,1144,580000,500.0,0.00075,-0.7309708595275879,1487,389,28834,-8.310656547546387,0.002763397293165326
41.59,,1148,580000,500.0,,,1487,389,,,
41.59,,1152,580000,500.0,,,1487,389,,,
41.59,,1156,580000,500.0,,,1487,389,,,
41.59,,1160,580000,500.0,,,1487,389,,,
36.81,0.32427406311035156,1164,590000,500.0,0.00075,-4.040207386016846,1513,389,29334,-8.08734130859375,0.0030354163609445095
36.81,,1168,590000,500.0,,,1513,389,,,
36.81,,1172,590000,500.0,,,1513,389,,,
36.81,,1176,590000,500.0,,,1513,389,,,
36.81,,1180,590000,500.0,,,1513,389,,,
28.55,0.07486705482006073,1184,600000,500.0,0.00075,-4.542135715484619,1538,389,29834,-7.986196517944336,0.0023303115740418434
28.55,,1188,600000,500.0,,,1538,389,,,
28.55,,1192,600000,500.0,,,1538,389,,,
28.55,,1196,600000,500.0,,,1538,389,,,
28.55,,1200,600000,500.0,,,1538,389,,,
11.57,0.0310639850795269,1204,610000,500.0,0.00075,-12.109272956848145,1563,390,30334,-7.985167980194092,0.0024164183996617794
11.57,,1208,610000,500.0,,,1563,390,,,
11.57,,1212,610000,500.0,,,1563,390,,,
11.57,,1216,610000,500.0,,,1563,390,,,
11.57,,1220,610000,500.0,,,1563,390,,,
8.84,0.16202062368392944,1224,620000,500.0,0.00075,15.3970308303833,1590,389,30834,-8.191272735595703,0.002356055425480008
8.84,,1228,620000,500.0,,,1590,389,,,
8.84,,1232,620000,500.0,,,1590,389,,,
8.84,,1236,620000,500.0,,,1590,389,,,
8.84,,1240,620000,500.0,,,1590,389,,,
9.91,2.6238813400268555,1244,630000,500.0,0.00075,11.461055755615234,1615,390,31334,-8.019977569580078,0.0028085599187761545
9.91,,1248,630000,500.0,,,1615,390,,,
9.91,,1252,630000,500.0,,,1615,390,,,
9.91,,1256,630000,500.0,,,1615,390,,,
9.91,,1260,630000,500.0,,,1615,390,,,
9.91,0.07395125180482864,1264,640000,500.0,0.00075,-2.637113094329834,1640,390,31834,-7.280124664306641,0.0031255127396434546
9.91,,1268,640000,500.0,,,1640,390,,,
9.91,,1272,640000,500.0,,,1640,390,,,
9.91,,1276,640000,500.0,,,1640,390,,,
9.91,,1280,640000,500.0,,,1640,390,,,
15.17,0.045098453760147095,1284,650000,500.0,0.00075,4.785778522491455,1669,389,32334,-8.651895523071289,0.0027388816233724356
15.17,,1288,650000,500.0,,,1669,389,,,
15.17,,1292,650000,500.0,,,1669,389,,,
15.17,,1296,650000,500.0,,,1669,389,,,
15.17,,1300,650000,500.0,,,1669,389,,,
38.06,0.06154543533921242,1304,660000,500.0,0.00075,-2.028597116470337,1696,389,32834,-8.050931930541992,0.0029541158583015203
38.06,,1308,660000,500.0,,,1696,389,,,
38.06,,1312,660000,500.0,,,1696,389,,,
38.06,,1316,660000,500.0,,,1696,389,,,
38.06,,1320,660000,500.0,,,1696,389,,,
66.92,0.21054300665855408,1324,670000,500.0,0.00075,0.3258779048919678,1722,388,33334,-7.793654441833496,0.0034980170894414186
66.92,,1328,670000,500.0,,,1722,388,,,
66.92,,1332,670000,500.0,,,1722,388,,,
66.92,,1336,670000,500.0,,,1722,388,,,
66.92,,1340,670000,500.0,,,1722,388,,,
69.09,0.06429804116487503,1344,680000,500.0,0.00075,-0.6847389936447144,1749,388,33834,-7.994770526885986,0.003830108093097806
69.09,,1348,680000,500.0,,,1749,388,,,
69.09,,1352,680000,500.0,,,1749,388,,,
69.09,,1356,680000,500.0,,,1749,388,,,
69.09,,1360,680000,500.0,,,1749,388,,,
83.12,0.4673141837120056,1364,690000,500.0,0.00075,6.231718063354492,1774,388,34334,-7.909751892089844,0.0038055607583373785
83.12,,1368,690000,500.0,,,1774,388,,,
83.12,,1372,690000,500.0,,,1774,388,,,
83.12,,1376,690000,500.0,,,1774,388,,,
83.12,,1380,690000,500.0,,,1774,388,,,
79.74,0.18454872071743011,1384,700000,500.0,0.00075,8.298789024353027,1801,388,34834,-8.135000228881836,0.003964131698012352
79.74,,1388,700000,500.0,,,1801,388,,,
79.74,,1392,700000,500.0,,,1801,388,,,
79.74,,1396,700000,500.0,,,1801,388,,,
79.74,,1400,700000,500.0,,,1801,388,,,
58.23,0.1708785593509674,1404,710000,500.0,0.00075,-6.152802467346191,1827,388,35334,-7.8370561599731445,0.004141593351960182
58.23,,1408,710000,500.0,,,1827,388,,,
58.23,,1412,710000,500.0,,,1827,388,,,
58.23,,1416,710000,500.0,,,1827,388,,,
58.23,,1420,710000,500.0,,,1827,388,,,
32.05,0.4753846228122711,1424,720000,500.0,0.00075,-3.187256336212158,1853,388,35834,-9.217196464538574,0.004489532206207514
32.05,,1428,720000,500.0,,,1853,388,,,
32.05,,1432,720000,500.0,,,1853,388,,,
32.05,,1436,720000,500.0,,,1853,388,,,
32.05,,1440,720000,500.0,,,1853,388,,,
28.12,0.07589235156774521,1444,730000,500.0,0.00075,2.466529607772827,1879,388,36334,-9.07295036315918,0.004386741202324629
28.12,,1448,730000,500.0,,,1879,388,,,
28.12,,1452,730000,500.0,,,1879,388,,,
28.12,,1456,730000,500.0,,,1879,388,,,
28.12,,1460,730000,500.0,,,1879,388,,,
14.09,0.11605586111545563,1464,740000,500.0,0.00075,-3.8913261890411377,1904,388,36834,-7.943848133087158,0.004533734638243914
14.09,,1468,740000,500.0,,,1904,388,,,
14.09,,1472,740000,500.0,,,1904,388,,,
14.09,,1476,740000,500.0,,,1904,388,,,
14.09,,1480,740000,500.0,,,1904,388,,,
11.53,0.3172632157802582,1484,750000,500.0,0.00075,17.61130714416504,1930,388,37334,-9.667315483093262,0.004499959293752909
11.53,,1488,750000,500.0,,,1930,388,,,
11.53,,1492,750000,500.0,,,1930,388,,,
11.53,,1496,750000,500.0,,,1930,388,,,
11.53,,1500,750000,500.0,,,1930,388,,,
23.59,0.1430245190858841,1504,760000,500.0,0.00075,15.723186492919922,1955,388,37834,-11.2510347366333,0.0048791212029755116
23.59,,1508,760000,500.0,,,1955,388,,,
23.59,,1512,760000,500.0,,,1955,388,,,
23.59,,1516,760000,500.0,,,1955,388,,,
23.59,,1520,760000,500.0,,,1955,388,,,
63.04,1.707814335823059,1524,770000,500.0,0.00075,6.855249404907227,1982,388,38334,-9.823934555053711,0.00521488394588232
63.04,,1528,770000,500.0,,,1982,388,,,
63.04,,1532,770000,500.0,,,1982,388,,,
63.04,,1536,770000,500.0,,,1982,388,,,
63.04,,1540,770000,500.0,,,1982,388,,,
122.26,0.1945517361164093,1544,780000,500.0,0.00075,-8.604061126708984,2009,388,38834,-10.09312915802002,0.005898013710975647
122.26,,1548,780000,500.0,,,2009,388,,,
122.26,,1552,780000,500.0,,,2009,388,,,
122.26,,1556,780000,500.0,,,2009,388,,,
122.26,,1560,780000,500.0,,,2009,388,,,
142.3,0.1846248060464859,1564,790000,500.0,0.00075,-1.3899471759796143,2036,387,39334,-13.406357765197754,0.006135769188404083
142.3,,1568,790000,500.0,,,2036,387,,,
142.3,,1572,790000,500.0,,,2036,387,,,
142.3,,1576,790000,500.0,,,2036,387,,,
142.3,,1580,790000,500.0,,,2036,387,,,
147.17,0.19885244965553284,1584,800000,500.0,0.00075,8.378861427307129,2060,388,39834,-12.066478729248047,0.005650188308209181
147.17,,1588,800000,500.0,,,2060,388,,,
147.17,,1592,800000,500.0,,,2060,388,,,
147.17,,1596,800000,500.0,,,2060,388,,,
147.17,,1600,800000,500.0,,,2060,388,,,
173.27,0.2833693027496338,1604,810000,500.0,0.00075,-4.090476036071777,2087,387,40334,-12.453097343444824,0.006053823512047529
173.27,,1608,810000,500.0,,,2087,387,,,
173.27,,1612,810000,500.0,,,2087,387,,,
173.27,,1616,810000,500.0,,,2087,387,,,
173.27,,1620,810000,500.0,,,2087,387,,,
131.26,0.2677195072174072,1624,820000,500.0,0.00075,8.241718292236328,2113,388,40834,-15.246553421020508,0.006774386391043663
131.26,,1628,820000,500.0,,,2113,388,,,
131.26,,1632,820000,500.0,,,2113,388,,,
131.26,,1636,820000,500.0,,,2113,388,,,
131.26,,1640,820000,500.0,,,2113,388,,,
94.72,26.105167388916016,1644,830000,500.0,0.00075,-5.161132335662842,2140,387,41334,-14.764111518859863,0.007513225544244051
94.72,,1648,830000,500.0,,,2140,387,,,
94.72,,1652,830000,500.0,,,2140,387,,,
94.72,,1656,830000,500.0,,,2140,387,,,
94.72,,1660,830000,500.0,,,2140,387,,,
87.69,0.44070887565612793,1664,840000,500.0,0.00075,10.680021286010742,2166,387,41834,-16.498355865478516,0.006525465287268162
87.69,,1668,840000,500.0,,,2166,387,,,
87.69,,1672,840000,500.0,,,2166,387,,,
87.69,,1676,840000,500.0,,,2166,387,,,
87.69,,1680,840000,500.0,,,2166,387,,,
97.33,1.2676907777786255,1684,850000,500.0,0.00075,0.2905784845352173,2192,387,42334,-15.7583646774292,0.007277186959981918
97.33,,1688,850000,500.0,,,2192,387,,,
97.33,,1692,850000,500.0,,,2192,387,,,
97.33,,1696,850000,500.0,,,2192,387,,,
97.33,,1700,850000,500.0,,,2192,387,,,
64.94,0.26929163932800293,1704,860000,500.0,0.00075,2.2739012241363525,2218,387,42834,-15.727470397949219,0.007782728411257267
64.94,,1708,860000,500.0,,,2218,387,,,
64.94,,1712,860000,500.0,,,2218,387,,,
64.94,,1716,860000,500.0,,,2218,387,,,
64.94,,1720,860000,500.0,,,2218,387,,,
69.38,1.378914713859558,1724,870000,500.0,0.00075,-0.383086234331131,2244,387,43334,-16.48603630065918,0.00795053131878376
69.38,,1728,870000,500.0,,,2244,387,,,
69.38,,1732,870000,500.0,,,2244,387,,,
69.38,,1736,870000,500.0,,,2244,387,,,
69.38,,1740,870000,500.0,,,2244,387,,,
