rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/ent_coef,train/learning_rate,time/episodes,train/actor_loss,train/ent_coef_loss,time/time_elapsed,train/critic_loss,time/fps,time/total_timesteps
500.0,12334,3.87,0.002465801080688834,0.00075,484,-14.580230712890625,4.955629825592041,644,0.9584448933601379,388,250000
500.0,,3.87,,,488,,,644,,388,250000
500.0,,3.87,,,492,,,644,,388,250000
500.0,,3.87,,,496,,,644,,388,250000
500.0,,3.87,,,500,,,644,,388,250000
500.0,12834,6.26,0.002727705519646406,0.00075,504,-14.42265510559082,1.905008316040039,669,0.014742974191904068,388,260000
500.0,,6.26,,,508,,,669,,388,260000
500.0,,6.26,,,512,,,669,,388,260000
500.0,,6.26,,,516,,,669,,388,260000
500.0,,6.26,,,520,,,669,,388,260000
500.0,13334,5.93,0.0025172503665089607,0.00075,524,-14.028961181640625,-3.3360564708709717,695,0.8824887871742249,388,270000
500.0,,5.93,,,528,,,695,,388,270000
500.0,,5.93,,,532,,,695,,388,270000
500.0,,5.93,,,536,,,695,,388,270000
500.0,,5.93,,,540,,,695,,388,270000
500.0,13834,8.09,0.002479582093656063,0.00075,544,-13.591938972473145,3.516714572906494,722,1.5244694948196411,387,280000
500.0,,8.09,,,548,,,722,,387,280000
500.0,,8.09,,,552,,,722,,387,280000
500.0,,8.09,,,556,,,722,,387,280000
500.0,,8.09,,,560,,,722,,387,280000
500.0,14334,7.83,0.0025728566106408834,0.00075,564,-13.658565521240234,-7.412627220153809,748,0.020923523232340813,387,290000
500.0,,7.83,,,568,,,748,,387,290000
500.0,,7.83,,,572,,,748,,387,290000
500.0,,7.83,,,576,,,748,,387,290000
500.0,,7.83,,,580,,,748,,387,290000
500.0,14834,8.42,0.002329082926735282,0.00075,584,-13.075155258178711,2.5255866050720215,775,0.02871575579047203,386,300000
500.0,,8.42,,,588,,,775,,386,300000
500.0,,8.42,,,592,,,775,,386,300000
500.0,,8.42,,,596,,,775,,386,300000
500.0,,8.42,,,600,,,775,,386,300000
500.0,15334,6.97,0.002434772439301014,0.00075,604,-13.218708992004395,3.191194534301758,801,0.5676530003547668,386,310000
500.0,,6.97,,,608,,,801,,386,310000
500.0,,6.97,,,612,,,801,,386,310000
500.0,,6.97,,,616,,,801,,386,310000
500.0,,6.97,,,620,,,801,,386,310000
500.0,15834,6.97,0.002405876526609063,0.00075,624,-12.005937576293945,-12.627685546875,829,1.4080934524536133,385,320000
500.0,,6.97,,,628,,,829,,385,320000
500.0,,6.97,,,632,,,829,,385,320000
500.0,,6.97,,,636,,,829,,385,320000
500.0,,6.97,,,640,,,829,,385,320000
500.0,16334,4.35,0.002245786366984248,0.00075,644,-12.570486068725586,-3.519306182861328,857,0.015607120469212532,385,330000
500.0,,4.35,,,648,,,857,,385,330000
500.0,,4.35,,,652,,,857,,385,330000
500.0,,4.35,,,656,,,857,,384,330000
500.0,,4.35,,,660,,,857,,384,330000
500.0,16834,7.38,0.0023484977427870035,0.00075,664,-12.37211799621582,12.125665664672852,883,0.037366434931755066,384,340000
500.0,,7.38,,,668,,,883,,384,340000
500.0,,7.38,,,672,,,883,,384,340000
500.0,,7.38,,,676,,,883,,384,340000
500.0,,7.38,,,680,,,883,,384,340000
500.0,17334,14.77,0.002368966583162546,0.00075,684,-12.131278038024902,5.0520219802856445,910,0.017909560352563858,384,350000
500.0,,14.77,,,688,,,910,,384,350000
500.0,,14.77,,,692,,,910,,384,350000
500.0,,14.77,,,696,,,910,,384,350000
500.0,,14.77,,,700,,,910,,384,350000
500.0,17834,14.12,0.0025868213269859552,0.00075,704,-11.934179306030273,0.11511355638504028,936,0.028844699263572693,384,360000
500.0,,14.12,,,708,,,936,,384,360000
500.0,,14.12,,,712,,,936,,384,360000
500.0,,14.12,,,716,,,936,,384,360000
500.0,,14.12,,,720,,,936,,384,360000
500.0,18334,14.12,0.0024092921521514654,0.00075,724,-11.302284240722656,-0.5833418369293213,963,0.016285289078950882,384,370000
500.0,,14.12,,,728,,,963,,384,370000
500.0,,14.12,,,732,,,963,,384,370000
500.0,,14.12,,,736,,,963,,384,370000
500.0,,14.12,,,740,,,963,,384,370000
500.0,18834,13.99,0.0022238437086343765,0.00075,744,-11.429765701293945,3.2510857582092285,989,0.040575988590717316,384,380000
500.0,,13.99,,,748,,,989,,384,380000
500.0,,13.99,,,752,,,989,,384,380000
500.0,,13.99,,,756,,,989,,384,380000
500.0,,13.99,,,760,,,989,,384,380000
500.0,19334,10.86,0.0023616354446858168,0.00075,764,-11.207179069519043,2.9826903343200684,1015,0.01795181632041931,384,390000
500.0,,10.86,,,768,,,1015,,384,390000
500.0,,10.86,,,772,,,1015,,384,390000
500.0,,10.86,,,776,,,1015,,384,390000
500.0,,10.86,,,780,,,1015,,384,390000
500.0,19834,0.67,0.0020771981216967106,0.00075,784,-11.385334014892578,-5.291161060333252,1041,0.03392885625362396,384,400000
500.0,,0.67,,,788,,,1041,,384,400000
500.0,,0.67,,,792,,,1041,,384,400000
500.0,,0.67,,,796,,,1041,,384,400000
500.0,,0.67,,,800,,,1041,,384,400000
500.0,20334,0.35,0.0020873614121228456,0.00075,804,-10.877086639404297,-4.360849380493164,1067,0.02462780475616455,384,410000
500.0,,0.35,,,808,,,1067,,384,410000
500.0,,0.35,,,812,,,1067,,384,410000
500.0,,0.35,,,816,,,1067,,384,410000
500.0,,0.35,,,820,,,1067,,384,410000
500.0,20834,5.78,0.0021175763104110956,0.00075,824,-10.778581619262695,-5.187310218811035,1093,0.05669926851987839,384,420000
500.0,,5.78,,,828,,,1093,,384,420000
500.0,,5.78,,,832,,,1093,,384,420000
500.0,,5.78,,,836,,,1093,,384,420000
500.0,,5.78,,,840,,,1093,,384,420000
500.0,21334,5.78,0.002269228221848607,0.00075,844,-10.856273651123047,-1.3778375387191772,1119,0.03313577175140381,384,430000
500.0,,5.78,,,848,,,1119,,384,430000
500.0,,5.78,,,852,,,1119,,384,430000
500.0,,5.78,,,856,,,1119,,384,430000
500.0,,5.78,,,860,,,1119,,384,430000
500.0,21834,12.47,0.0022798189893364906,0.00075,864,-11.05043888092041,6.298203468322754,1145,0.04749877005815506,384,440000
500.0,,12.47,,,868,,,1145,,384,440000
500.0,,12.47,,,872,,,1145,,384,440000
500.0,,12.47,,,876,,,1145,,384,440000
500.0,,12.47,,,880,,,1145,,384,440000
500.0,22334,12.86,0.002341250190511346,0.00075,884,-10.620182037353516,-2.830172538757324,1172,0.01693420670926571,383,450000
500.0,,12.86,,,888,,,1172,,383,450000
500.0,,12.86,,,892,,,1172,,383,450000
500.0,,12.86,,,896,,,1172,,383,450000
500.0,,12.86,,,900,,,1172,,383,450000
500.0,22834,26.96,0.002490627346560359,0.00075,904,-10.029892921447754,0.10796594619750977,1198,0.03496968746185303,383,460000
500.0,,26.96,,,908,,,1198,,383,460000
500.0,,26.96,,,912,,,1198,,383,460000
500.0,,26.96,,,916,,,1198,,383,460000
500.0,,26.96,,,920,,,1198,,383,460000
500.0,23334,21.53,0.002551814541220665,0.00075,924,-11.031253814697266,2.562869071960449,1223,0.04048316925764084,384,470000
500.0,,21.53,,,928,,,1223,,384,470000
500.0,,21.53,,,932,,,1223,,384,470000
500.0,,21.53,,,936,,,1223,,384,470000
500.0,,21.53,,,940,,,1223,,384,470000
500.0,23834,21.6,0.0025845267809927464,0.00075,944,-10.388185501098633,3.3443639278411865,1250,0.024922993034124374,383,480000
500.0,,21.6,,,948,,,1250,,383,480000
500.0,,21.6,,,952,,,1250,,383,480000
500.0,,21.6,,,956,,,1250,,383,480000
500.0,,21.6,,,960,,,1250,,383,480000
500.0,24334,19.89,0.0028469692915678024,0.00075,964,-10.366835594177246,1.4382655620574951,1276,0.03726443648338318,383,490000
500.0,,19.89,,,968,,,1276,,383,490000
500.0,,19.89,,,972,,,1276,,383,490000
500.0,,19.89,,,976,,,1276,,383,490000
500.0,,19.89,,,980,,,1276,,383,490000
500.0,24834,19.5,0.0028105266392230988,0.00075,984,-10.065451622009277,-2.8813838958740234,1303,1.486825942993164,383,500000
500.0,,19.5,,,988,,,1303,,383,500000
500.0,,19.5,,,992,,,1303,,383,500000
500.0,,19.5,,,996,,,1303,,383,500000
500.0,,19.5,,,1000,,,1303,,383,500000
500.0,25334,5.31,0.0029862583614885807,0.00075,1004,-10.131681442260742,-2.4784138202667236,1328,0.03841488063335419,383,510000
500.0,,5.31,,,1008,,,1328,,383,510000
500.0,,5.31,,,1012,,,1328,,383,510000
500.0,,5.31,,,1016,,,1328,,383,510000
500.0,,5.31,,,1020,,,1328,,383,510000
500.0,25834,50.42,0.003088109428063035,0.00075,1024,-10.33663272857666,10.368753433227539,1354,0.04829581081867218,383,520000
500.0,,50.42,,,1028,,,1354,,383,520000
500.0,,50.42,,,1032,,,1354,,383,520000
500.0,,50.42,,,1036,,,1354,,383,520000
500.0,,50.42,,,1040,,,1354,,383,520000
500.0,26334,50.94,0.00357819814234972,0.00075,1044,-10.79443359375,-1.4966001510620117,1379,0.061250604689121246,384,530000
500.0,,50.94,,,1048,,,1379,,384,530000
500.0,,50.94,,,1052,,,1379,,384,530000
500.0,,50.94,,,1056,,,1379,,384,530000
500.0,,50.94,,,1060,,,1379,,384,530000
500.0,26834,48.64,0.003609818173572421,0.00075,1064,-10.563915252685547,1.3545467853546143,1405,0.04684722423553467,384,540000
500.0,,48.64,,,1068,,,1405,,384,540000
500.0,,48.64,,,1072,,,1405,,384,540000
500.0,,48.64,,,1076,,,1405,,384,540000
500.0,,48.64,,,1080,,,1405,,384,540000
500.0,27334,52.75,0.003796706674620509,0.00075,1084,-11.637792587280273,1.3220181465148926,1431,0.11143407225608826,384,550000
500.0,,52.75,,,1088,,,1431,,384,550000
500.0,,52.75,,,1092,,,1431,,384,550000
500.0,,52.75,,,1096,,,1431,,384,550000
500.0,,52.75,,,1100,,,1431,,384,550000
500.0,27834,70.16,0.004336334764957428,0.00075,1104,-11.71867561340332,-6.185959815979004,1456,0.04532430320978165,384,560000
500.0,,70.16,,,1108,,,1456,,384,560000
500.0,,70.16,,,1112,,,1456,,384,560000
500.0,,70.16,,,1116,,,1456,,384,560000
500.0,,70.16,,,1120,,,1456,,384,560000
500.0,28334,52.83,0.00431461026892066,0.00075,1124,-12.238195419311523,-6.824639320373535,1482,0.059549763798713684,384,570000
500.0,,52.83,,,1128,,,1482,,384,570000
500.0,,52.83,,,1132,,,1482,,384,570000
500.0,,52.83,,,1136,,,1482,,384,570000
500.0,,52.83,,,1140,,,1482,,384,570000
500.0,28834,68.1,0.004032539203763008,0.00075,1144,-13.281112670898438,9.296116828918457,1508,0.20153537392616272,384,580000
500.0,,68.1,,,1148,,,1508,,384,580000
500.0,,68.1,,,1152,,,1508,,384,580000
500.0,,68.1,,,1156,,,1508,,384,580000
500.0,,68.1,,,1160,,,1508,,384,580000
500.0,29334,97.15,0.004783482290804386,0.00075,1164,-13.48865032196045,3.5778725147247314,1534,0.14385190606117249,384,590000
500.0,,97.15,,,1168,,,1534,,384,590000
500.0,,97.15,,,1172,,,1534,,384,590000
500.0,,97.15,,,1176,,,1534,,384,590000
500.0,,97.15,,,1180,,,1534,,384,590000
500.0,29834,125.97,0.004740048199892044,0.00075,1184,-13.298072814941406,1.3875808715820312,1561,0.13833299279212952,384,600000
500.0,,125.97,,,1188,,,1561,,384,600000
500.0,,125.97,,,1192,,,1561,,384,600000
500.0,,125.97,,,1196,,,1561,,384,600000
500.0,,125.97,,,1200,,,1561,,384,600000
500.0,30334,125.95,0.004906017798930407,0.00075,1204,-12.525859832763672,-0.4111846685409546,1586,0.11260700225830078,384,610000
500.0,,125.95,,,1208,,,1586,,384,610000
500.0,,125.95,,,1212,,,1586,,384,610000
500.0,,125.95,,,1216,,,1586,,384,610000
500.0,,125.95,,,1220,,,1586,,384,610000
500.0,30834,133.91,0.005422137677669525,0.00075,1224,-12.765222549438477,-4.305962085723877,1612,0.11375976353883743,384,620000
500.0,,133.91,,,1228,,,1612,,384,620000
500.0,,133.91,,,1232,,,1612,,384,620000
500.0,,133.91,,,1236,,,1612,,384,620000
500.0,,133.91,,,1240,,,1612,,384,620000
500.0,31334,136.33,0.005422965157777071,0.00075,1244,-14.59680461883545,-13.180328369140625,1638,0.08796367794275284,384,630000
500.0,,136.33,,,1248,,,1638,,384,630000
500.0,,136.33,,,1252,,,1638,,384,630000
500.0,,136.33,,,1256,,,1638,,384,630000
500.0,,136.33,,,1260,,,1638,,384,630000
500.0,31834,110.08,0.00543486513197422,0.00075,1264,-13.88617992401123,-2.190227746963501,1663,0.1133870929479599,384,640000
500.0,,110.08,,,1268,,,1663,,384,640000
500.0,,110.08,,,1272,,,1663,,384,640000
500.0,,110.08,,,1276,,,1663,,384,640000
500.0,,110.08,,,1280,,,1663,,384,640000
500.0,32334,120.79,0.005545111373066902,0.00075,1284,-13.86318588256836,-5.706596374511719,1690,0.5484722256660461,384,650000
500.0,,120.79,,,1288,,,1690,,384,650000
500.0,,120.79,,,1292,,,1690,,384,650000
500.0,,120.79,,,1296,,,1690,,384,650000
500.0,,120.79,,,1300,,,1690,,384,650000
500.0,32834,151.59,0.0057210177183151245,0.00075,1304,-16.074926376342773,-4.743087291717529,1716,0.11723974347114563,384,660000
500.0,,151.59,,,1308,,,1716,,384,660000
500.0,,151.59,,,1312,,,1716,,384,660000
500.0,,151.59,,,1316,,,1716,,384,660000
500.0,,151.59,,,1320,,,1716,,384,660000
500.0,33334,152.69,0.0058495900593698025,0.00075,1324,-15.369833946228027,-9.812280654907227,1742,8.102640151977539,384,670000
500.0,,152.69,,,1328,,,1742,,384,670000
500.0,,152.69,,,1332,,,1742,,384,670000
500.0,,152.69,,,1336,,,1742,,384,670000
500.0,,152.69,,,1340,,,1742,,384,670000
500.0,33834,152.33,0.006133554503321648,0.00075,1344,-16.408321380615234,-1.7189090251922607,1769,0.2859850525856018,384,680000
500.0,,152.33,,,1348,,,1769,,384,680000
500.0,,152.33,,,1352,,,1769,,384,680000
500.0,,152.33,,,1356,,,1769,,384,680000
500.0,,152.33,,,1360,,,1769,,384,680000
500.0,34334,164.1,0.005718890577554703,0.00075,1364,-13.738798141479492,-3.861786365509033,1795,0.12644195556640625,384,690000
500.0,,164.1,,,1368,,,1795,,384,690000
500.0,,164.1,,,1372,,,1795,,384,690000
500.0,,164.1,,,1376,,,1795,,384,690000
500.0,,164.1,,,1380,,,1795,,384,690000
500.0,34834,185.52,0.005868538282811642,0.00075,1384,-15.003334045410156,0.30636751651763916,1822,6.290254592895508,384,700000
500.0,,185.52,,,1388,,,1822,,384,700000
500.0,,185.52,,,1392,,,1822,,384,700000
500.0,,185.52,,,1396,,,1822,,384,700000
500.0,,185.52,,,1400,,,1822,,384,700000
500.0,35334,147.47,0.00668376823887229,0.00075,1404,-17.826797485351562,5.1989827156066895,1847,0.22071018815040588,384,710000
500.0,,147.47,,,1408,,,1847,,384,710000
500.0,,147.47,,,1412,,,1847,,384,710000
500.0,,147.47,,,1416,,,1847,,384,710000
500.0,,147.47,,,1420,,,1847,,384,710000
500.0,35834,122.8,0.006484320852905512,0.00075,1424,-17.173158645629883,2.55155611038208,1873,0.2523079216480255,384,720000
500.0,,122.8,,,1428,,,1873,,384,720000
500.0,,122.8,,,1432,,,1873,,384,720000
500.0,,122.8,,,1436,,,1873,,384,720000
500.0,,122.8,,,1440,,,1873,,384,720000
500.0,36334,109.92,0.00610983744263649,0.00075,1444,-17.801002502441406,5.996406555175781,1898,1.1270555257797241,384,730000
500.0,,109.92,,,1448,,,1898,,384,730000
500.0,,109.92,,,1452,,,1898,,384,730000
500.0,,109.92,,,1456,,,1898,,384,730000
500.0,,109.92,,,1460,,,1898,,384,730000
500.0,36834,146.47,0.006543076131492853,0.00075,1464,-16.57659912109375,0.9805569648742676,1925,0.22412517666816711,384,740000
500.0,,146.47,,,1468,,,1925,,384,740000
500.0,,146.47,,,1472,,,1925,,384,740000
500.0,,146.47,,,1476,,,1925,,384,740000
500.0,,146.47,,,1480,,,1925,,384,740000
500.0,37334,122.13,0.006579399108886719,0.00075,1484,-21.57150650024414,8.857795715332031,1951,0.6778730154037476,384,750000
500.0,,122.13,,,1488,,,1951,,384,750000
500.0,,122.13,,,1492,,,1951,,384,750000
500.0,,122.13,,,1496,,,1951,,384,750000
500.0,,122.13,,,1500,,,1951,,384,750000
500.0,37834,179.72,0.006861526519060135,0.00075,1504,-17.137208938598633,-6.443446636199951,1977,0.16577664017677307,384,760000
500.0,,179.72,,,1508,,,1977,,384,760000
500.0,,179.72,,,1512,,,1977,,384,760000
500.0,,179.72,,,1516,,,1977,,384,760000
500.0,,179.72,,,1520,,,1977,,384,760000
500.0,38334,182.1,0.007016326300799847,0.00075,1524,-18.020530700683594,-2.5497376918792725,2002,0.7100217342376709,384,770000
500.0,,182.1,,,1528,,,2002,,384,770000
500.0,,182.1,,,1532,,,2002,,384,770000
500.0,,182.1,,,1536,,,2002,,384,770000
500.0,,182.1,,,1540,,,2002,,384,770000
500.0,38834,254.68,0.006720446515828371,0.00075,1544,-21.24081039428711,6.839885711669922,2028,0.1682499349117279,384,780000
500.0,,254.68,,,1548,,,2028,,384,780000
500.0,,254.68,,,1552,,,2028,,384,780000
500.0,,254.68,,,1556,,,2028,,384,780000
500.0,,254.68,,,1560,,,2028,,384,780000
500.0,39334,264.65,0.006991988513618708,0.00075,1564,-19.466440200805664,-0.12986040115356445,2054,0.1771438866853714,384,790000
500.0,,264.65,,,1568,,,2054,,384,790000
500.0,,264.65,,,1572,,,2054,,384,790000
500.0,,264.65,,,1576,,,2054,,384,790000
500.0,,264.65,,,1580,,,2054,,384,790000
500.0,39834,288.44,0.007469923235476017,0.00075,1584,-18.081214904785156,-4.190290927886963,2081,0.4349849820137024,384,800000
500.0,,288.44,,,1588,,,2081,,384,800000
500.0,,288.44,,,1592,,,2081,,384,800000
500.0,,288.44,,,1596,,,2081,,384,800000
500.0,,288.44,,,1600,,,2081,,384,800000
500.0,40334,295.93,0.0071824355982244015,0.00075,1604,-22.732574462890625,0.3301045894622803,2106,0.2761484384536743,384,810000
500.0,,295.93,,,1608,,,2106,,384,810000
500.0,,295.93,,,1612,,,2106,,384,810000
500.0,,295.93,,,1616,,,2106,,384,810000
500.0,,295.93,,,1620,,,2106,,384,810000
500.0,40834,335.96,0.007452777586877346,0.00075,1624,-23.275432586669922,-2.604995012283325,2132,0.5816361904144287,384,820000
500.0,,335.96,,,1628,,,2132,,384,820000
500.0,,335.96,,,1632,,,2132,,384,820000
500.0,,335.96,,,1636,,,2132,,384,820000
500.0,,335.96,,,1640,,,2132,,384,820000
500.0,41334,314.68,0.007573629729449749,0.00075,1644,-22.36404800415039,4.149964332580566,2158,0.3122592568397522,384,830000
500.0,,314.68,,,1648,,,2158,,384,830000
500.0,,314.68,,,1652,,,2158,,384,830000
500.0,,314.68,,,1656,,,2158,,384,830000
500.0,,314.68,,,1660,,,2158,,384,830000
500.0,41834,322.62,0.007961866445839405,0.00075,1664,-21.81096649169922,0.9829309582710266,2184,5.0457000732421875,384,840000
500.0,,322.62,,,1668,,,2184,,384,840000
500.0,,322.62,,,1672,,,2184,,384,840000
500.0,,322.62,,,1676,,,2184,,384,840000
500.0,,322.62,,,1680,,,2184,,384,840000
500.0,42334,298.06,0.007599386386573315,0.00075,1684,-20.802236557006836,-0.7181805968284607,2210,0.26269522309303284,384,850000
500.0,,298.06,,,1688,,,2210,,384,850000
500.0,,298.06,,,1692,,,2210,,384,850000
500.0,,298.06,,,1696,,,2210,,384,850000
500.0,,298.06,,,1700,,,2210,,384,850000
500.0,42834,259.6,0.008603766560554504,0.00075,1704,-24.949466705322266,-0.4323310852050781,2236,0.4435816705226898,384,860000
500.0,,259.6,,,1708,,,2236,,384,860000
500.0,,259.6,,,1712,,,2236,,384,860000
500.0,,259.6,,,1716,,,2236,,384,860000
500.0,,259.6,,,1720,,,2236,,384,860000
500.0,43334,208.43,0.008416187018156052,0.00075,1724,-26.686588287353516,1.0732967853546143,2264,0.33996593952178955,384,870000
500.0,,208.43,,,1728,,,2264,,384,870000
500.0,,208.43,,,1732,,,2264,,384,870000
500.0,,208.43,,,1736,,,2264,,384,870000
500.0,,208.43,,,1740,,,2264,,384,870000
